sync_num,icg_timestamp,ecg_timestamp,time_diff_ms,elapsed_time_s,elapsed_time_min,icg_samples_between,ecg_samples_between,icg_sample_deviation,ecg_sample_deviation,,,,,
861,1761738963.890500,1761738963.869500,21,-18973,-316.22,391,397,-9,-3,,,1.003499985,-0.003499985,
862,1761738964.891000,1761738964.864500,26.5,-18972,-316.2,391,400,-9,0,,,1.008000135,-0.008000135,
863,1761738965.871000,1761738965.871500,0.5,-18971,-316.18,390,398,-10,-2,,,1.000499964,-0.000499964,
864,1761738966.879000,1761738966.871000,8,-18970,-316.17,392,398,-8,-2,,,0.980000019,0.019999981,
865,1761738967.881000,1761738967.871500,9.5,-18969,-316.15,392,397,-8,-3,,,1.007999897,-0.007999897,
866,1761738968.885500,1761738968.871000,14.5,-18968,-316.13,392,399,-8,-1,,,1.002000093,-0.002000093,
867,1761738969.890000,1761738969.870500,19.5,-18967,-316.12,392,398,-8,-2,,,1.004499912,-0.004499912,
868,1761738970.890500,1761738970.868000,22.5,-18966,-316.1,392,399,-8,-1,,,1.004500151,-0.004500151,
869,1761738971.873000,1761738971.873500,0.5,-18965,-316.08,394,398,-6,-2,,,1.000499964,-0.000499964,
870,1761738972.880000,1761738972.873000,7,-18964,-316.07,392,395,-8,-5,,,0.982499838,0.017500162,
871,1761738973.880500,1761738973.873500,7,-18963,-316.05,393,397,-7,-3,,,1.007000208,-0.007000208,
872,1761738974.891000,1761738974.870500,20.5,-18962,-316.03,390,400,-10,0,,,1.000499964,-0.000499964,
873,1761738975.896500,1761738975.871000,25.5,-18961,-316.02,390,399,-10,-1,,,1.010499954,-0.010499954,
874,1761738976.896000,1761738976.871000,25,-18960,-316,391,399,-9,-1,,,1.005500078,-0.005500078,
875,1761738977.876000,1761738977.874500,1.5,-18959,-315.98,393,397,-7,-3,,,0.999499798,0.000500202,
876,1761738978.884000,1761738978.874000,10,-18958,-315.97,390,398,-10,-2,,,0.980000019,0.019999981,
877,1761738979.888000,1761738979.877000,11,-18957,-315.95,391,397,-9,-3,,,1.008000135,-0.008000135,
878,1761738980.887500,1761738980.876500,11,-18956,-315.93,392,397,-8,-3,,,1.003999949,-0.003999949,
879,1761738981.900500,1761738981.874500,26,-18955,-315.92,390,398,-10,-2,,,0.999500036,0.000499964,
880,1761738982.895000,1761738982.872000,23,-18954,-315.9,392,400,-8,0,,,1.013000011,-0.013000011,
881,1761738983.877500,1761738983.879000,1.5,-18953,-315.88,391,396,-9,-4,,,0.994499922,0.005500078,
882,1761738984.883000,1761738984.878500,4.5,-18952,-315.87,393,397,-7,-3,,,0.982500076,0.017499924,
883,1761738985.887500,1761738985.878000,9.5,-18951,-315.85,391,397,-9,-3,,,1.00549984,-0.00549984,
884,1761738986.892000,1761738986.877500,14.5,-18950,-315.83,391,397,-9,-3,,,1.004500151,-0.004500151,
885,1761738987.900000,1761738987.874500,25.5,-18949,-315.82,391,398,-9,-2,,,1.004499912,-0.004499912,
886,1761738988.899500,1761738988.872000,27.5,-18948,-315.8,391,400,-9,0,,,1.008000135,-0.008000135,
887,1761738989.879500,1761738989.876500,3,-18947,-315.78,391,397,-9,-3,,,0.999499798,0.000500202,
888,1761738990.886500,1761738990.877000,9.5,-18946,-315.77,391,398,-9,-2,,,0.980000019,0.019999981,
889,1761738991.892000,1761738991.879000,13,-18945,-315.75,390,398,-10,-2,,,1.006999969,-0.006999969,
890,1761738992.896500,1761738992.878500,18,-18944,-315.73,391,398,-9,-2,,,1.005500078,-0.005500078,
891,1761738993.899500,1761738993.878000,21.5,-18943,-315.72,391,398,-9,-2,,,1.004500151,-0.004500151,
892,1761738994.900500,1761738994.875500,25,-18942,-315.7,392,397,-8,-3,,,1.002999783,-0.002999783,
893,1761738995.883000,1761738995.879000,4,-18941,-315.68,390,397,-10,-3,,,1.001000166,-0.001000166,
894,1761738996.887500,1761738996.877000,10.5,-18940,-315.67,393,399,-7,-1,,,0.982499838,0.017500162,
895,1761738997.892000,1761738997.883000,9,-18939,-315.65,391,397,-9,-3,,,1.004500151,-0.004500151,
896,1761738998.896500,1761738998.882500,14,-18938,-315.63,391,397,-9,-3,,,1.004499912,-0.004499912,
897,1761738999.898500,1761738999.879500,19,-18937,-315.62,392,398,-8,-2,,,1.004500151,-0.004500151,
898,1761739000.901500,1761739000.877000,24.5,-18936,-315.6,392,399,-8,-1,,,1.001999855,-0.001999855,
899,1761739001.884000,1761739001.882500,1.5,-18935,-315.58,393,397,-7,-3,,,1.003000021,-0.003000021,
900,1761739002.886000,1761739002.882000,4,-18934,-315.57,393,397,-7,-3,,,0.982500076,0.017499924,
901,1761739003.891500,1761739003.884000,7.5,-18933,-315.55,392,397,-8,-3,,,1.001999855,-0.001999855,
902,1761739004.898500,1761739004.885000,13.5,-18932,-315.53,391,397,-9,-3,,,1.005500078,-0.005500078,
903,1761739005.898000,1761739005.881000,17,-18931,-315.52,393,398,-7,-2,,,1.006999969,-0.006999969,
904,1761739006.902000,1761739006.878500,23.5,-18930,-315.5,393,399,-7,-1,,,0.999500036,0.000499964,
905,1761739007.887000,1761739007.880500,6.5,-18929,-315.48,390,399,-10,-1,,,1.003999949,-0.003999949,
906,1761739008.891500,1761739008.882500,9,-18928,-315.47,392,397,-8,-3,,,0.985000134,0.014999866,
907,1761739009.898500,1761739009.883000,15.5,-18927,-315.45,391,397,-9,-3,,,1.004499912,-0.004499912,
908,1761739010.903000,1761739010.883500,19.5,-18926,-315.43,390,397,-10,-3,,,1.006999969,-0.006999969,
909,1761739011.905000,1761739011.886500,18.5,-18924.9,-315.42,391,396,-9,-4,,,1.004500151,-0.004500151,
910,1761739012.907000,1761739012.879000,28,-18923.9,-315.4,391,400,-9,0,,,1.001999855,-0.001999855,
911,1761739013.887000,1761739013.886000,1,-18923,-315.38,391,397,-9,-3,,,1.002000093,-0.002000093,
912,1761739014.892500,1761739014.885500,7,-18922,-315.37,392,397,-8,-3,,,0.980000019,0.019999981,
913,1761739015.899000,1761739015.884500,14.5,-18921,-315.35,390,398,-10,-2,,,1.00549984,-0.00549984,
914,1761739016.902000,1761739016.886500,15.5,-18920,-315.33,391,397,-9,-3,,,1.006500006,-0.006500006,
915,1761739017.909000,1761739017.888500,20.5,-18918.9,-315.32,390,396,-10,-4,,,1.003000021,-0.003000021,
916,1761739018.908500,1761739018.881000,27.5,-18917.9,-315.3,392,399,-8,-1,,,1.006999969,-0.006999969,
917,1761739019.891000,1761739019.884000,7,-18917,-315.28,390,399,-10,-1,,,0.999500036,0.000499964,
918,1761739020.894000,1761739020.888500,5.5,-18916,-315.27,391,397,-9,-3,,,0.982500076,0.017499924,
919,1761739021.898500,1761739021.891500,7,-18915,-315.25,391,396,-9,-4,,,1.003000021,-0.003000021,
920,1761739022.899000,1761739022.890000,9,-18914,-315.23,393,396,-7,-4,,,1.004499912,-0.004499912,
921,1761739023.905000,1761739023.884500,20.5,-18912.9,-315.22,393,398,-7,-2,,,1.000499964,-0.000499964,
922,1761739024.909000,1761739024.882000,27,-18911.9,-315.2,392,400,-8,0,,,1.006000042,-0.006000042,
923,1761739025.891500,1761739025.888000,3.5,-18911,-315.18,391,396,-9,-4,,,1.003999949,-0.003999949,
924,1761739026.894500,1761739026.888500,6,-18910,-315.17,392,397,-8,-3,,,0.982500076,0.017499924,
925,1761739027.899000,1761739027.890500,8.5,-18909,-315.15,392,397,-8,-3,,,1.003000021,-0.003000021,
926,1761739028.903500,1761739028.891000,12.5,-18908,-315.13,392,396,-8,-4,,,1.004499912,-0.004499912,
927,1761739029.913000,1761739029.885500,27.5,-18906.9,-315.12,390,399,-10,-1,,,1.004500151,-0.004500151,
928,1761739030.913500,1761739030.885500,28,-18905.9,-315.1,391,398,-9,-2,,,1.009500027,-0.009500027,
929,1761739031.893500,1761739031.890000,3.5,-18905,-315.08,392,397,-8,-3,,,1.000499964,-0.000499964,
930,1761739032.896500,1761739032.890500,6,-18904,-315.07,393,398,-7,-2,,,0.980000019,0.019999981,
931,1761739033.903500,1761739033.892500,11,-18903,-315.05,390,397,-10,-3,,,1.003000021,-0.003000021,
932,1761739034.907000,1761739034.893000,14,-18901.9,-315.03,391,397,-9,-3,,,1.006999969,-0.006999969,
933,1761739035.911500,1761739035.890000,21.5,-18900.9,-315.02,391,398,-9,-2,,,1.003499985,-0.003499985,
934,1761739036.914500,1761739036.887500,27,-18899.9,-315,392,399,-8,-1,,,1.004499912,-0.004499912,
935,1761739037.897000,1761739037.892000,5,-18899,-314.98,391,396,-9,-4,,,1.003000021,-0.003000021,
936,1761739038.902500,1761739038.891500,11,-18898,-314.97,390,397,-10,-3,,,0.982500076,0.017499924,
937,1761739039.907000,1761739039.891000,16,-18896.9,-314.95,391,398,-9,-2,,,1.00549984,-0.00549984,
938,1761739040.912500,1761739040.896500,16,-18895.9,-314.93,391,396,-9,-4,,,1.004500151,-0.004500151,
939,1761739041.912000,1761739041.891000,21,-18894.9,-314.92,393,399,-7,-1,,,1.00549984,-0.00549984,
940,1761739042.915000,1761739042.891000,24,-18893.9,-314.9,392,398,-8,-2,,,0.999500036,0.000499964,
941,1761739043.897500,1761739043.893000,4.5,-18893,-314.88,392,399,-8,-1,,,1.003000021,-0.003000021,
942,1761739044.903000,1761739044.896000,7,-18892,-314.87,394,398,-6,-2,,,0.982500076,0.017499924,
943,1761739045.903500,1761739045.889500,14,-18891,-314.85,395,400,-5,0,,,1.005500078,-0.005500078,
944,1761739046.900500,1761739046.892000,8.5,-18890,-314.83,397,398,-3,-2,,,1.000499964,-0.000499964,
945,1761739047.895500,1761739047.890000,5.5,-18889,-314.82,395,399,-5,-1,,,0.996999979,0.003000021,
946,1761739048.898500,1761739048.889500,9,-18888,-314.8,397,401,-3,1,,,0.994999886,0.005000114,
947,1761739049.902000,1761739049.896500,5.5,-18887,-314.78,395,398,-5,-2,,,1.003000021,-0.003000021,
948,1761739050.910000,1761739050.898000,12,-18885.9,-314.77,392,397,-8,-3,,,1.003499985,-0.003499985,
949,1761739051.914500,1761739051.895000,19.5,-18884.9,-314.75,393,398,-7,-2,,,1.008000135,-0.008000135,
950,1761739052.919000,1761739052.892500,26.5,-18883.9,-314.73,392,400,-8,0,,,1.004499912,-0.004499912,
951,1761739053.901500,1761739053.901500,0,-18883,-314.72,392,397,-8,-3,,,1.004499912,-0.004499912,
952,1761739054.903500,1761739054.900000,3.5,-18882,-314.7,393,397,-7,-3,,,0.982500076,0.017499924,
953,1761739055.908000,1761739055.897000,11,-18880.9,-314.68,393,399,-7,-1,,,1.002000093,-0.002000093,
954,1761739056.915000,1761739056.896500,18.5,-18879.9,-314.67,392,399,-8,-1,,,1.004499912,-0.004499912,
955,1761739057.922000,1761739057.898500,23.5,-18878.9,-314.65,391,398,-9,-2,,,1.006999969,-0.006999969,
956,1761739058.924000,1761739058.896000,28,-18877.9,-314.63,391,399,-9,-1,,,1.006999969,-0.006999969,
957,1761739059.904000,1761739059.900500,3.5,-18876.9,-314.62,391,398,-9,-2,,,1.002000093,-0.002000093,
958,1761739060.906000,1761739060.902500,3.5,-18875.9,-314.6,391,397,-9,-3,,,0.980000019,0.019999981,
959,1761739061.913000,1761739061.902000,11,-18874.9,-314.58,392,397,-8,-3,,,1.001999855,-0.001999855,
960,1761739062.915000,1761739062.900500,14.5,-18873.9,-314.57,392,398,-8,-2,,,1.007000208,-0.007000208,
961,1761739063.920500,1761739063.900000,20.5,-18872.9,-314.55,392,398,-8,-2,,,1.001999855,-0.001999855,
962,1761739064.925000,1761739064.897500,27.5,-18871.9,-314.53,391,399,-9,-1,,,1.005500078,-0.005500078,
963,1761739065.905000,1761739065.902000,3,-18870.9,-314.52,392,397,-8,-3,,,1.004499912,-0.004499912,
964,1761739066.909500,1761739066.899000,10.5,-18869.9,-314.5,392,398,-8,-2,,,0.980000019,0.019999981,
965,1761739067.914000,1761739067.903500,10.5,-18868.9,-314.48,392,397,-8,-3,,,1.004499912,-0.004499912,
966,1761739068.916000,1761739068.902000,14,-18867.9,-314.47,392,398,-8,-2,,,1.004500151,-0.004500151,
967,1761739069.920500,1761739069.904000,16.5,-18866.9,-314.45,392,397,-8,-3,,,1.001999855,-0.001999855,
968,1761739070.925000,1761739070.899000,26,-18865.9,-314.43,392,399,-8,-1,,,1.004500151,-0.004500151,
969,1761739071.907500,1761739071.903500,4,-18864.9,-314.42,393,397,-7,-3,,,1.004499912,-0.004499912,
970,1761739072.912000,1761739072.903000,9,-18863.9,-314.4,392,398,-8,-2,,,0.982500076,0.017499924,
971,1761739073.915500,1761739073.905000,10.5,-18862.9,-314.38,391,397,-9,-3,,,1.004499912,-0.004499912,
972,1761739074.921000,1761739074.903500,17.5,-18861.9,-314.37,391,398,-9,-2,,,1.003499985,-0.003499985,
973,1761739075.925500,1761739075.905500,20,-18860.9,-314.35,392,397,-8,-3,,,1.005500078,-0.005500078,
974,1761739076.926500,1761739076.900500,26,-18859.9,-314.33,392,398,-8,-2,,,1.004499912,-0.004499912,
975,1761739077.909000,1761739077.902500,6.5,-18858.9,-314.32,393,399,-7,-1,,,1.001000166,-0.001000166,
976,1761739078.916000,1761739078.904500,11.5,-18857.9,-314.3,391,398,-9,-2,,,0.982499838,0.017500162,
977,1761739079.915500,1761739079.906500,9,-18856.9,-314.28,394,398,-6,-2,,,1.006999969,-0.006999969,
978,1761739080.920000,1761739080.911000,9,-18855.9,-314.27,393,396,-7,-4,,,0.999500036,0.000499964,
979,1761739081.927000,1761739081.908000,19,-18854.9,-314.25,392,397,-8,-3,,,1.004500151,-0.004500151,
980,1761739082.936500,1761739082.903000,33.5,-18853.9,-314.23,390,398,-10,-2,,,1.006999969,-0.006999969,
981,1761739083.914000,1761739083.907500,6.5,-18852.9,-314.22,390,398,-10,-2,,,1.009500027,-0.009500027,
982,1761739084.914500,1761739084.908500,6,-18851.9,-314.2,393,397,-7,-3,,,0.977499962,0.022500038,
983,1761739085.917500,1761739085.914000,3.5,-18850.9,-314.18,393,396,-7,-4,,,1.000499964,-0.000499964,
984,1761739086.927000,1761739086.910000,17,-18849.9,-314.17,390,397,-10,-3,,,1.003000021,-0.003000021,
985,1761739087.935000,1761739087.904500,30.5,-18848.9,-314.15,390,399,-10,-1,,,1.009500027,-0.009500027,
986,1761739088.930500,1761739088.904500,26,-18847.9,-314.13,393,399,-7,-1,,,1.007999897,-0.007999897,
987,1761739089.915500,1761739089.909000,6.5,-18846.9,-314.12,392,399,-8,-1,,,0.995500088,0.004499912,
988,1761739090.921000,1761739090.910000,11,-18845.9,-314.1,392,398,-8,-2,,,0.984999895,0.015000105,
989,1761739091.925000,1761739091.912000,13,-18844.9,-314.08,391,397,-9,-3,,,1.005500078,-0.005500078,
990,1761739092.928500,1761739092.911500,17,-18843.9,-314.07,391,398,-9,-2,,,1.003999949,-0.003999949,
991,1761739093.933000,1761739093.908500,24.5,-18842.9,-314.05,391,399,-9,-1,,,1.003499985,-0.003499985,
992,1761739094.937500,1761739094.908500,29,-18841.9,-314.03,390,399,-10,-1,,,1.004500151,-0.004500151,
993,1761739095.915000,1761739095.911500,3.5,-18840.9,-314.02,392,398,-8,-2,,,1.004499912,-0.004499912,
994,1761739096.922000,1761739096.913500,8.5,-18839.9,-314,392,398,-8,-2,,,0.977499962,0.022500038,
995,1761739097.931500,1761739097.919500,12,-18838.9,-313.98,390,395,-10,-5,,,1.006999969,-0.006999969,
996,1761739098.931000,1761739098.916500,14.5,-18837.9,-313.97,392,396,-8,-4,,,1.009500027,-0.009500027,
997,1761739099.924000,1761739099.910000,14,-18836.9,-313.95,396,400,-4,0,,,0.999500036,0.000499964,
998,1761739100.938500,1761739100.912500,26,-18835.9,-313.93,392,398,-8,-2,,,0.993000031,0.006999969,
999,1761739101.921000,1761739101.918000,3,-18834.9,-313.92,390,397,-10,-3,,,1.014499903,-0.014499903,
1000,1761739102.922000,1761739102.915000,7,-18833.9,-313.9,391,398,-9,-2,,,0.982500076,0.017499924,
1001,1761739103.930000,1761739103.917000,13,-18832.9,-313.88,391,397,-9,-3,,,1.000999928,-0.000999928,
1002,1761739104.937000,1761739104.916500,20.5,-18831.9,-313.87,390,398,-10,-2,,,1.008000135,-0.008000135,
1003,1761739105.940000,1761739105.916000,24,-18830.9,-313.85,390,398,-10,-2,,,1.006999969,-0.006999969,
1004,1761739106.939500,1761739106.913500,26,-18829.9,-313.83,393,400,-7,0,,,1.003000021,-0.003000021,
1005,1761739107.924500,1761739107.917000,7.5,-18828.9,-313.82,391,398,-9,-2,,,0.999500036,0.000499964,
1006,1761739108.926500,1761739108.916500,10,-18827.9,-313.8,391,398,-9,-2,,,0.984999895,0.015000105,
1007,1761739109.933500,1761739109.918500,15,-18826.9,-313.78,391,397,-9,-3,,,1.002000093,-0.002000093,
1008,1761739110.938500,1761739110.918000,20.5,-18825.9,-313.77,390,397,-10,-3,,,1.006999969,-0.006999969,
1009,1761739111.936500,1761739111.912500,24,-18824.9,-313.75,392,401,-8,1,,,1.004999876,-0.004999876,
1010,1761739112.919000,1761739112.917500,1.5,-18823.9,-313.73,391,398,-9,-2,,,0.998000145,0.001999855,
1011,1761739113.923500,1761739113.919500,4,-18822.9,-313.72,393,398,-7,-2,,,0.982499838,0.017500162,
1012,1761739114.932500,1761739114.921500,11,-18821.9,-313.7,390,397,-10,-3,,,1.004500151,-0.004500151,
1013,1761739115.937000,1761739115.921000,16,-18820.9,-313.68,391,398,-9,-2,,,1.008999825,-0.008999825,
1014,1761739116.944500,1761739116.925500,19,-18819.9,-313.67,389,396,-11,-4,,,1.004500151,-0.004500151,
1015,1761739117.945000,1761739117.925000,20,-18818.9,-313.65,391,398,-9,-2,,,1.007499933,-0.007499933,
1016,1761739118.925000,1761739118.922500,2.5,-18817.9,-313.63,390,397,-10,-3,,,1.000499964,-0.000499964,
1017,1761739119.929500,1761739119.923000,6.5,-18816.9,-313.62,389,397,-11,-3,,,0.980000019,0.019999981,
1018,1761739120.934000,1761739120.923500,10.5,-18815.9,-313.6,392,398,-8,-2,,,1.004500151,-0.004500151,
1019,1761739121.939500,1761739121.925500,14,-18814.9,-313.58,391,397,-9,-3,,,1.004499912,-0.004499912,
1020,1761739122.944000,1761739122.925000,19,-18813.9,-313.57,390,397,-10,-3,,,1.005500078,-0.005500078,
1021,1761739123.944500,1761739123.922000,22.5,-18812.9,-313.55,392,399,-8,-1,,,1.004499912,-0.004499912,
1022,1761739124.927000,1761739124.922000,5,-18811.9,-313.53,391,399,-9,-1,,,1.000499964,-0.000499964,
1023,1761739125.930000,1761739125.923000,7,-18810.9,-313.52,392,398,-8,-2,,,0.982500076,0.017499924,
1024,1761739126.932000,1761739126.927500,4.5,-18809.9,-313.5,393,397,-7,-3,,,1.003000021,-0.003000021,
1025,1761739127.942500,1761739127.923500,19,-18808.9,-313.48,391,399,-9,-1,,,1.001999855,-0.001999855,
1026,1761739128.946500,1761739128.926500,20,-18807.9,-313.47,391,398,-9,-2,,,1.010500193,-0.010500193,
1027,1761739129.948500,1761739129.925000,23.5,-18806.9,-313.45,391,401,-9,1,,,1.003999949,-0.003999949,
1028,1761739130.928500,1761739130.930000,1.5,-18805.9,-313.43,391,397,-9,-3,,,1.001999855,-0.001999855,
1029,1761739131.934000,1761739131.927000,7,-18804.9,-313.42,393,398,-7,-2,,,0.980000019,0.019999981,
1030,1761739132.941000,1761739132.929000,12,-18803.9,-313.4,391,397,-9,-3,,,1.005500078,-0.005500078,
1031,1761739133.940500,1761739133.929500,11,-18802.9,-313.38,391,397,-9,-3,,,1.006999969,-0.006999969,
1032,1761739134.951000,1761739134.926500,24.5,-18801.9,-313.37,390,399,-10,-1,,,0.999500036,0.000499964,
1033,1761739135.950500,1761739135.926500,24,-18800.9,-313.35,392,399,-8,-1,,,1.010499954,-0.010499954,
1034,1761739136.933000,1761739136.931000,2,-18799.9,-313.33,390,397,-10,-3,,,0.999500036,0.000499964,
1035,1761739137.935000,1761739137.931500,3.5,-18798.9,-313.32,392,397,-8,-3,,,0.982500076,0.017499924,
1036,1761739138.939500,1761739138.928500,11,-18797.9,-313.3,392,398,-8,-2,,,1.001999855,-0.001999855,
1037,1761739139.945000,1761739139.930500,14.5,-18796.9,-313.28,391,398,-9,-2,,,1.004500151,-0.004500151,
1038,1761739140.954500,1761739140.927500,27,-18795.9,-313.26,390,400,-10,0,,,1.00549984,-0.00549984,
1039,1761739141.954000,1761739141.930000,24,-18794.9,-313.25,391,398,-9,-2,,,1.009500027,-0.009500027,
1040,1761739142.934000,1761739142.933500,0.5,-18793.9,-313.23,391,397,-9,-3,,,0.999500036,0.000499964,
1041,1761739143.936000,1761739143.931500,4.5,-18792.9,-313.22,393,398,-7,-2,,,0.980000019,0.019999981,
1042,1761739144.943500,1761739144.933500,10,-18791.9,-313.2,390,397,-10,-3,,,1.002000093,-0.002000093,
1043,1761739145.951500,1761739145.930500,21,-18790.9,-313.18,391,399,-9,-1,,,1.007499933,-0.007499933,
1044,1761739146.953500,1761739146.932500,21,-18789.9,-313.17,391,398,-9,-2,,,1.007999897,-0.007999897,
1045,1761739147.955500,1761739147.930000,25.5,-18788.9,-313.15,392,399,-8,-1,,,1.002000093,-0.002000093,
1046,1761739148.938000,1761739148.934500,3.5,-18787.9,-313.13,391,398,-9,-2,,,1.001999855,-0.001999855,
1047,1761739149.946000,1761739149.936500,9.5,-18786.9,-313.12,390,398,-10,-2,,,0.982500076,0.017499924,
1048,1761739150.945500,1761739150.936000,9.5,-18785.9,-313.1,393,397,-7,-3,,,1.008000135,-0.008000135,
1049,1761739151.952000,1761739151.938000,14,-18784.9,-313.08,392,397,-8,-3,,,0.999499798,0.000500202,
1050,1761739152.954000,1761739152.936000,18,-18783.9,-313.06,392,398,-8,-2,,,1.006500006,-0.006500006,
1051,1761739153.959500,1761739153.933500,26,-18782.9,-313.05,391,399,-9,-1,,,1.002000093,-0.002000093,
1052,1761739154.939500,1761739154.939500,0,-18781.9,-313.03,392,398,-8,-2,,,1.005500078,-0.005500078,
1053,1761739155.942500,1761739155.943500,1,-18780.9,-313.02,393,396,-7,-4,,,0.980000019,0.019999981,
1054,1761739156.949000,1761739156.940500,8.5,-18779.9,-313,392,396,-8,-4,,,1.003000021,-0.003000021,
1055,1761739157.952000,1761739157.937000,15,-18778.9,-312.98,391,399,-9,-1,,,1.006499767,-0.006499767,
1056,1761739158.960000,1761739158.936500,23.5,-18777.9,-312.96,392,400,-8,0,,,1.003000021,-0.003000021,
1057,1761739159.959500,1761739159.939000,20.5,-18776.9,-312.95,393,399,-7,-1,,,1.008000135,-0.008000135,
1058,1761739160.944500,1761739160.942000,2.5,-18775.9,-312.93,392,397,-8,-3,,,0.999500036,0.000499964,
1059,1761739161.945000,1761739161.941500,3.5,-18774.9,-312.92,394,398,-6,-2,,,0.984999895,0.015000105,
1060,1761739162.951000,1761739162.942500,8.5,-18773.9,-312.9,391,397,-9,-3,,,1.000499964,-0.000499964,
1061,1761739163.958000,1761739163.943000,15,-18772.9,-312.88,392,398,-8,-2,,,1.006000042,-0.006000042,
1062,1761739164.960000,1761739164.940000,20,-18771.9,-312.86,393,399,-7,-1,,,1.006999969,-0.006999969,
1063,1761739165.962000,1761739165.940000,22,-18770.9,-312.85,392,399,-8,-1,,,1.002000093,-0.002000093,
1064,1761739166.944500,1761739166.942000,2.5,-18769.9,-312.83,391,398,-9,-2,,,1.001999855,-0.001999855,
1065,1761739167.950000,1761739167.941000,9,-18768.9,-312.82,390,399,-10,-1,,,0.982500076,0.017499924,
1066,1761739168.954500,1761739168.943000,11.5,-18767.9,-312.8,390,398,-10,-2,,,1.005500078,-0.005500078,
1067,1761739169.960000,1761739169.942500,17.5,-18766.9,-312.78,392,399,-8,-1,,,1.004499912,-0.004499912,
1068,1761739170.963000,1761739170.944500,18.5,-18765.9,-312.76,391,398,-9,-2,,,1.005500078,-0.005500078,
1069,1761739171.964500,1761739171.942000,22.5,-18764.9,-312.75,393,399,-7,-1,,,1.003000021,-0.003000021,
1070,1761739172.949500,1761739172.943000,6.5,-18763.9,-312.73,390,399,-10,-1,,,1.001499891,-0.001499891,
1071,1761739173.950000,1761739173.947500,2.5,-18762.9,-312.72,394,397,-6,-3,,,0.985000134,0.014999866,
1072,1761739174.959500,1761739174.944500,15,-18761.9,-312.7,391,396,-9,-4,,,1.000499964,-0.000499964,
1073,1761739175.961500,1761739175.946500,15,-18760.9,-312.68,392,397,-8,-3,,,1.009500027,-0.009500027,
1074,1761739176.965000,1761739176.943500,21.5,-18759.9,-312.66,392,399,-8,-1,,,1.001999855,-0.001999855,
1075,1761739177.966500,1761739177.943500,23,-18758.9,-312.65,392,399,-8,-1,,,1.003499985,-0.003499985,
1076,1761739178.949000,1761739178.947000,2,-18757.9,-312.63,392,398,-8,-2,,,1.00150013,-0.00150013,
1077,1761739179.954500,1761739179.949000,5.5,-18756.9,-312.61,392,396,-8,-4,,,0.982499838,0.017500162,
1078,1761739180.957500,1761739180.948500,9,-18755.9,-312.6,393,397,-7,-3,,,1.005500078,-0.005500078,
1079,1761739181.968000,1761739181.945500,22.5,-18754.9,-312.58,390,400,-10,0,,,1.003000021,-0.003000021,
1080,1761739182.967500,1761739182.944000,23.5,-18753.9,-312.56,392,399,-8,-1,,,1.010499954,-0.010499954,
1081,1761739183.970500,1761739183.944000,26.5,-18752.9,-312.55,391,400,-9,0,,,0.999500036,0.000499964,
1082,1761739184.950500,1761739184.948500,2,-18751.9,-312.53,392,398,-8,-2,,,1.003000021,-0.003000021,
1083,1761739185.957500,1761739185.948000,9.5,-18750.9,-312.51,392,399,-8,-1,,,0.980000019,0.019999981,
1084,1761739186.961500,1761739186.952500,9,-18749.9,-312.5,393,398,-7,-2,,,1.006999969,-0.006999969,
1085,1761739187.969500,1761739187.954500,15,-18748.9,-312.48,392,397,-8,-3,,,1.003999949,-0.003999949,
1086,1761739188.971500,1761739188.953000,18.5,-18747.9,-312.46,392,397,-8,-3,,,1.008000135,-0.008000135,
1087,1761739189.973500,1761739189.948000,25.5,-18746.9,-312.45,392,399,-8,-1,,,1.001999855,-0.001999855,
1088,1761739190.956000,1761739190.955000,1,-18745.9,-312.43,392,397,-8,-3,,,1.002000093,-0.002000093,
1089,1761739191.961500,1761739191.955500,6,-18744.9,-312.41,392,397,-8,-3,,,0.982500076,0.017499924,
1090,1761739192.966000,1761739192.956500,9.5,-18743.9,-312.4,392,397,-8,-3,,,1.00549984,-0.00549984,
1091,1761739193.969000,1761739193.956000,13,-18742.9,-312.38,392,397,-8,-3,,,1.004500151,-0.004500151,
1092,1761739194.977000,1761739194.950500,26.5,-18741.9,-312.36,391,399,-9,-1,,,1.003000021,-0.003000021,
1093,1761739195.982500,1761739195.950500,32,-18740.9,-312.35,389,399,-11,-1,,,1.007999897,-0.007999897,
1094,1761739196.957500,1761739196.952500,5,-18739.9,-312.33,391,399,-9,-1,,,1.005500078,-0.005500078,
1095,1761739197.963000,1761739197.959500,3.5,-18738.9,-312.31,391,396,-9,-4,,,0.974999905,0.025000095,
1096,1761739198.967000,1761739198.954000,13,-18737.9,-312.3,392,398,-8,-2,,,1.005500078,-0.005500078,
1097,1761739199.974000,1761739199.958500,15.5,-18736.9,-312.28,391,396,-9,-4,,,1.003999949,-0.003999949,
1098,1761739200.976000,1761739200.955500,20.5,-18735.9,-312.26,392,397,-8,-3,,,1.006999969,-0.006999969,
1099,1761739201.979000,1761739201.950500,28.5,-18734.9,-312.25,391,398,-9,-2,,,1.002000093,-0.002000093,
1100,1761739202.959000,1761739202.955000,4,-18733.9,-312.23,392,398,-8,-2,,,1.003000021,-0.003000021,
1101,1761739203.963500,1761739203.955500,8,-18732.9,-312.21,392,399,-8,-1,,,0.980000019,0.019999981,
1102,1761739204.972000,1761739204.957500,14.5,-18731.9,-312.2,391,398,-9,-2,,,1.004499912,-0.004499912,
