sync_num,icg_timestamp,ecg_timestamp,time_diff_ms,elapsed_time_s,elapsed_time_min,icg_samples_between,ecg_samples_between,icg_sample_deviation,ecg_sample_deviation,,,
2354,1761654229,1761654229,13.5,-17467.4,-291.12,392,399,-8,-1,,,
2356,1761654231,1761654231,1.5,-17465.4,-291.09,392,400,-8,0,,,
2357,1761654232,1761654232,6.5,-17464.4,-291.07,392,399,-8,-1,,,
2373,1761654248,1761654248,8.5,-17448.4,-290.81,392,400,-8,0,,,
2374,1761654249,1761654249,4.5,-17447.4,-290.79,392,399,-8,-1,,,
2385,1761654260,1761654260,9.5,-17436.4,-290.61,392,400,-8,0,,,
2389,1761654264,1761654264,3.5,-17432.4,-290.54,392,400,-8,0,,,
2390,1761654265,1761654265,2,-17431.4,-290.52,392,399,-8,-1,,,
2391,1761654266,1761654266,8.5,-17430.4,-290.51,392,400,-8,0,,,
2392,1761654267,1761654267,7,-17429.4,-290.49,392,401,-8,1,,,
2394,1761654269,1761654269,0.5,-17427.4,-290.46,392,399,-8,-1,,,
2400,1761654275,1761654275,4.5,-17421.4,-290.36,392,400,-8,0,,,
2403,1761654278,1761654278,4.5,-17418.4,-290.31,392,398,-8,-2,,,
2405,1761654280,1761654280,10.5,-17416.4,-290.27,392,401,-8,1,,,
2410,1761654285,1761654285,8,-17411.4,-290.19,392,401,-8,1,,,
2412,1761654287,1761654287,3,-17409.4,-290.16,392,400,-8,0,,,
2418,1761654293,1761654293,5,-17403.4,-290.06,392,400,-8,0,,,
2420,1761654295,1761654295,11,-17401.4,-290.02,392,399,-8,-1,,,
2421,1761654296,1761654296,7.5,-17400.4,-290.01,392,399,-8,-1,,,
2423,1761654298,1761654298,4.5,-17398.4,-289.97,392,399,-8,-1,,,
2425,1761654300,1761654300,5.5,-17396.4,-289.94,392,400,-8,0,,,
2429,1761654304,1761654304,5.5,-17392.4,-289.87,392,400,-8,0,,,
2433,1761654308,1761654308,4.5,-17388.4,-289.81,392,399,-8,-1,,,
2437,1761654312,1761654312,5,-17384.4,-289.74,392,400,-8,0,,,
2441,1761654316,1761654316,3.5,-17380.4,-289.67,392,399,-8,-1,,,
2442,1761654317,1761654317,9.5,-17379.4,-289.66,392,400,-8,0,,,
2447,1761654322,1761654322,4,-17374.4,-289.57,392,400,-8,0,,,
2450,1761654325,1761654325,3.5,-17371.4,-289.52,392,400,-8,0,,,
2451,1761654326,1761654326,12.5,-17370.4,-289.51,392,398,-8,-2,,,
2459,1761654334,1761654334,10,-17362.4,-289.37,392,399,-8,-1,,,
2467,1761654342,1761654342,5,-17354.4,-289.24,392,397,-8,-3,,,
2473,1761654348,1761654348,11,-17348.4,-289.14,392,398,-8,-2,,,
2477,1761654352,1761654352,7.5,-17344.4,-289.07,392,399,-8,-1,,,
2481,1761654356,1761654356,10,-17340.4,-289.01,392,399,-8,-1,,,
2490,1761654365,1761654365,6.5,-17331.4,-288.86,392,400,-8,0,,,
2493,1761654368,1761654368,11,-17328.4,-288.81,392,400,-8,0,,,
2495,1761654370,1761654370,11,-17326.4,-288.77,392,400,-8,0,,,
2499,1761654374,1761654374,8.5,-17322.4,-288.71,392,399,-8,-1,,,
2500,1761654375,1761654375,6,-17321.4,-288.69,392,399,-8,-1,,,
2506,1761654381,1761654381,4.5,-17315.4,-288.59,392,399,-8,-1,,,
2509,1761654384,1761654384,10,-17312.4,-288.54,392,400,-8,0,,,
2510,1761654385,1761654385,4,-17311.4,-288.52,392,397,-8,-3,,,
2520,1761654395,1761654395,5,-17301.4,-288.36,392,399,-8,-1,,,
2524,1761654399,1761654399,6,-17297.4,-288.29,392,400,-8,0,,,
2528,1761654403,1761654403,7,-17293.4,-288.22,392,399,-8,-1,,,
2529,1761654404,1761654404,9.5,-17292.4,-288.21,392,399,-8,-1,,,
2535,1761654410,1761654410,8,-17286.4,-288.11,392,399,-8,-1,,,
2537,1761654412,1761654412,13,-17284.4,-288.07,392,400,-8,0,,,
2539,1761654414,1761654414,9,-17282.4,-288.04,392,399,-8,-1,,,
2544,1761654419,1761654419,7,-17277.4,-287.96,392,399,-8,-1,,,
2546,1761654421,1761654421,10,-17275.4,-287.92,392,400,-8,0,,,
2549,1761654424,1761654424,3.5,-17272.4,-287.87,392,399,-8,-1,,,
2551,1761654426,1761654426,1.5,-17270.4,-287.84,392,398,-8,-2,,,
2552,1761654427,1761654427,5,-17269.4,-287.82,392,398,-8,-2,,,
2558,1761654433,1761654433,2.5,-17263.4,-287.72,392,399,-8,-1,,,
2561,1761654436,1761654436,9.5,-17260.4,-287.67,392,399,-8,-1,,,
2564,1761654439,1761654439,3.5,-17257.4,-287.62,392,400,-8,0,,,
2567,1761654442,1761654442,10.5,-17254.3,-287.57,392,399,-8,-1,,,
2584,1761654459,1761654459,1,-17237.3,-287.29,392,399,-8,-1,,,
2588,1761654463,1761654463,7,-17233.3,-287.22,392,400,-8,0,,,
2592,1761654467,1761654467,5.5,-17229.3,-287.16,392,399,-8,-1,,,
2604,1761654479,1761654479,8,-17217.3,-286.96,392,399,-8,-1,,,
2610,1761654485,1761654485,9,-17211.3,-286.86,392,401,-8,1,,,
2613,1761654488,1761654488,5,-17208.3,-286.81,392,399,-8,-1,,,
2623,1761654498,1761654498,5,-17198.3,-286.64,392,399,-8,-1,,,
2627,1761654502,1761654502,5.5,-17194.3,-286.57,392,398,-8,-2,,,
2630,1761654505,1761654505,9,-17191.3,-286.52,392,400,-8,0,,,
2632,1761654507,1761654507,12,-17189.3,-286.49,392,401,-8,1,,,
2646,1761654521,1761654521,9.5,-17175.3,-286.26,392,400,-8,0,,,
2657,1761654532,1761654532,4.5,-17164.3,-286.07,392,400,-8,0,,,
2658,1761654533,1761654533,11.5,-17163.3,-286.06,392,399,-8,-1,,,
2660,1761654535,1761654535,3,-17161.3,-286.02,392,400,-8,0,,,
2663,1761654538,1761654538,7,-17158.3,-285.97,392,399,-8,-1,,,
2665,1761654540,1761654540,10.5,-17156.3,-285.94,392,400,-8,0,,,
2672,1761654547,1761654547,3.5,-17149.3,-285.82,392,399,-8,-1,,,
2679,1761654554,1761654554,7.5,-17142.3,-285.71,392,399,-8,-1,,,
2681,1761654556,1761654556,12.5,-17140.3,-285.67,392,400,-8,0,,,
2685,1761654560,1761654560,7.5,-17136.3,-285.61,392,399,-8,-1,,,
2688,1761654563,1761654563,3.5,-17133.3,-285.56,392,400,-8,0,,,
2689,1761654564,1761654564,10.5,-17132.3,-285.54,392,400,-8,0,,,
2690,1761654565,1761654565,3.5,-17131.3,-285.52,392,400,-8,0,,,
2691,1761654566,1761654566,11,-17130.3,-285.51,392,399,-8,-1,,,
2712,1761654587,1761654587,4,-17109.3,-285.15,392,399,-8,-1,,,
2714,1761654589,1761654589,6,-17107.3,-285.12,392,398,-8,-2,,,
2716,1761654591,1761654591,6,-17105.3,-285.09,392,401,-8,1,,,
2718,1761654593,1761654593,5.5,-17103.3,-285.05,392,400,-8,0,,,
2719,1761654594,1761654594,10,-17102.3,-285.04,392,400,-8,0,,,
2721,1761654596,1761654596,9,-17100.3,-285,392,398,-8,-2,,,
2725,1761654600,1761654600,8,-17096.3,-284.94,392,400,-8,0,,,
2745,1761654620,1761654620,11,-17076.3,-284.6,392,398,-8,-2,,,
2753,1761654628,1761654628,5.5,-17068.3,-284.47,392,400,-8,0,,,
2760,1761654635,1761654635,4,-17061.3,-284.35,392,399,-8,-1,,,
2762,1761654637,1761654637,6.5,-17059.3,-284.32,392,400,-8,0,,,
2770,1761654645,1761654645,11.5,-17051.3,-284.19,392,400,-8,0,,,
2780,1761654655,1761654655,5.5,-17041.3,-284.02,392,399,-8,-1,,,
2784,1761654659,1761654659,1.5,-17037.3,-283.95,392,400,-8,0,,,
2810,1761654685,1761654685,1.5,-17011.3,-283.52,392,399,-8,-1,,,
2819,1761654694,1761654694,4,-17002.3,-283.37,392,399,-8,-1,,,
2824,1761654699,1761654699,5.5,-16997.3,-283.29,392,399,-8,-1,,,
2826,1761654701,1761654701,7,-16995.3,-283.25,392,398,-8,-2,,,
2832,1761654707,1761654707,9,-16989.3,-283.15,392,401,-8,1,,,
2833,1761654708,1761654708,5.5,-16988.3,-283.14,392,399,-8,-1,,,
2838,1761654713,1761654713,9.5,-16983.2,-283.05,392,400,-8,0,,,
2839,1761654714,1761654714,8,-16982.3,-283.04,392,401,-8,1,,,
2859,1761654734,1761654734,8.5,-16962.2,-282.7,392,400,-8,0,,,
2862,1761654737,1761654737,5.5,-16959.2,-282.65,392,400,-8,0,,,
2868,1761654743,1761654743,4,-16953.2,-282.55,392,400,-8,0,,,
2872,1761654747,1761654747,3,-16949.2,-282.49,392,399,-8,-1,,,
2873,1761654748,1761654748,5.5,-16948.2,-282.47,392,398,-8,-2,,,
2879,1761654754,1761654754,6,-16942.2,-282.37,392,399,-8,-1,,,
2881,1761654756,1761654756,9.5,-16940.2,-282.34,392,399,-8,-1,,,
2885,1761654760,1761654760,7.5,-16936.2,-282.27,392,400,-8,0,,,
2889,1761654764,1761654764,11.5,-16932.2,-282.2,392,401,-8,1,,,
2891,1761654766,1761654766,7.5,-16930.2,-282.17,392,401,-8,1,,,
2901,1761654776,1761654776,11,-16920.2,-282,392,399,-8,-1,,,
2905,1761654780,1761654780,10.5,-16916.2,-281.94,392,400,-8,0,,,
2906,1761654781,1761654781,8,-16915.2,-281.92,392,399,-8,-1,,,
2909,1761654784,1761654784,11.5,-16912.2,-281.87,392,400,-8,0,,,
2911,1761654786,1761654786,8.5,-16910.2,-281.84,392,400,-8,0,,,
2913,1761654788,1761654788,10.5,-16908.2,-281.8,392,400,-8,0,,,
2914,1761654789,1761654789,5.5,-16907.2,-281.79,392,399,-8,-1,,,
2915,1761654790,1761654790,12.5,-16906.2,-281.77,392,400,-8,0,,,
2919,1761654794,1761654794,9,-16902.2,-281.7,392,399,-8,-1,,,
2931,1761654806,1761654806,5,-16890.2,-281.5,392,401,-8,1,,,
2942,1761654817,1761654817,7,-16879.2,-281.32,392,399,-8,-1,,,
2954,1761654829,1761654829,9.5,-16867.2,-281.12,392,400,-8,0,,,
2955,1761654830,1761654830,8,-16866.2,-281.1,392,399,-8,-1,,,
2961,1761654836,1761654836,1.5,-16860.2,-281,392,399,-8,-1,,,
2964,1761654839,1761654839,11.5,-16857.2,-280.95,392,400,-8,0,,,
2971,1761654846,1761654846,3.5,-16850.2,-280.84,392,400,-8,0,,,
2985,1761654860,1761654860,6,-16836.2,-280.6,392,399,-8,-1,,,
2986,1761654861,1761654861,9.5,-16835.2,-280.59,392,400,-8,0,,,
2988,1761654863,1761654863,6.5,-16833.2,-280.55,392,400,-8,0,,,
3000,1761654875,1761654875,13,-16821.2,-280.35,392,399,-8,-1,,,
3003,1761654878,1761654878,3.5,-16818.2,-280.3,392,399,-8,-1,,,
3004,1761654879,1761654879,12,-16817.2,-280.29,392,399,-8,-1,,,
3006,1761654881,1761654881,8,-16815.2,-280.25,392,399,-8,-1,,,
3007,1761654882,1761654882,9,-16814.2,-280.24,392,401,-8,1,,,
3018,1761654893,1761654893,2.5,-16803.2,-280.05,392,399,-8,-1,,,
3020,1761654895,1761654895,4.5,-16801.2,-280.02,392,400,-8,0,,,
3024,1761654899,1761654899,4,-16797.2,-279.95,392,399,-8,-1,,,
3029,1761654904,1761654904,6.5,-16792.2,-279.87,392,397,-8,-3,,,
3036,1761654911,1761654911,4,-16785.2,-279.75,392,400,-8,0,,,
3037,1761654912,1761654912,10,-16784.2,-279.74,392,400,-8,0,,,
3041,1761654916,1761654916,10,-16780.2,-279.67,392,399,-8,-1,,,
3045,1761654920,1761654920,7.5,-16776.2,-279.6,392,399,-8,-1,,,
3046,1761654921,1761654921,4,-16775.2,-279.59,392,398,-8,-2,,,
3048,1761654923,1761654923,4.5,-16773.2,-279.55,392,400,-8,0,,,
3052,1761654927,1761654927,5.5,-16769.2,-279.49,392,400,-8,0,,,
3068,1761654943,1761654943,5.5,-16753.2,-279.22,392,400,-8,0,,,
3077,1761654952,1761654952,9,-16744.2,-279.07,392,400,-8,0,,,
3078,1761654953,1761654953,6.5,-16743.2,-279.05,392,399,-8,-1,,,
3080,1761654955,1761654955,5.5,-16741.2,-279.02,392,398,-8,-2,,,
3081,1761654956,1761654956,9,-16740.2,-279,392,400,-8,0,,,
3090,1761654965,1761654965,8,-16731.2,-278.85,392,400,-8,0,,,
3092,1761654967,1761654967,7.5,-16729.2,-278.82,392,398,-8,-2,,,
3095,1761654970,1761654970,11,-16726.2,-278.77,392,399,-8,-1,,,
3101,1761654976,1761654976,4.5,-16720.2,-278.67,392,399,-8,-1,,,
3103,1761654978,1761654978,9,-16718.2,-278.64,392,399,-8,-1,,,
3104,1761654979,1761654979,6.5,-16717.2,-278.62,392,399,-8,-1,,,
3107,1761654982,1761654982,10,-16714.2,-278.57,392,400,-8,0,,,
3109,1761654984,1761654984,12.5,-16712.2,-278.54,392,400,-8,0,,,
3110,1761654985,1761654985,2.5,-16711.2,-278.52,392,399,-8,-1,,,
3112,1761654987,1761654987,4.5,-16709.2,-278.49,392,399,-8,-1,,,
3119,1761654994,1761654994,11.5,-16702.1,-278.37,392,400,-8,0,,,
3127,1761655002,1761655002,7,-16694.1,-278.24,392,399,-8,-1,,,
3129,1761655004,1761655004,9,-16692.1,-278.2,392,400,-8,0,,,
3134,1761655009,1761655009,4,-16687.1,-278.12,392,400,-8,0,,,
3147,1761655022,1761655022,9.5,-16674.1,-277.9,392,399,-8,-1,,,
3149,1761655024,1761655024,12.5,-16672.1,-277.87,392,400,-8,0,,,
3150,1761655025,1761655025,4,-16671.1,-277.85,392,399,-8,-1,,,
3151,1761655026,1761655026,13.5,-16670.1,-277.84,392,401,-8,1,,,
3157,1761655032,1761655032,3,-16664.1,-277.74,392,399,-8,-1,,,
3163,1761655038,1761655038,4,-16658.1,-277.64,392,400,-8,0,,,
3164,1761655039,1761655039,9.5,-16657.1,-277.62,392,400,-8,0,,,
3167,1761655042,1761655042,0.5,-16654.1,-277.57,392,398,-8,-2,,,
3168,1761655043,1761655043,8,-16653.1,-277.55,392,400,-8,0,,,
3180,1761655055,1761655055,9.5,-16641.1,-277.35,392,400,-8,0,,,
3190,1761655065,1761655065,9.5,-16631.1,-277.19,392,399,-8,-1,,,
3193,1761655068,1761655068,2,-16628.1,-277.14,392,400,-8,0,,,
3195,1761655070,1761655070,3,-16626.1,-277.1,392,399,-8,-1,,,
3196,1761655071,1761655071,7.5,-16625.1,-277.09,392,398,-8,-2,,,
3199,1761655074,1761655074,0.5,-16622.1,-277.04,392,399,-8,-1,,,
3201,1761655076,1761655076,6.5,-16620.1,-277,392,400,-8,0,,,
3212,1761655087,1761655087,9.5,-16609.1,-276.82,392,400,-8,0,,,
3213,1761655088,1761655088,6,-16608.1,-276.8,392,400,-8,0,,,
3214,1761655089,1761655089,9,-16607.1,-276.79,392,399,-8,-1,,,
3216,1761655091,1761655091,12.5,-16605.1,-276.75,392,399,-8,-1,,,
3223,1761655098,1761655098,2.5,-16598.1,-276.64,392,398,-8,-2,,,
3226,1761655101,1761655101,9.5,-16595.1,-276.59,392,400,-8,0,,,
3236,1761655111,1761655111,7,-16585.1,-276.42,392,400,-8,0,,,
3237,1761655112,1761655112,7,-16584.1,-276.4,392,399,-8,-1,,,
3248,1761655123,1761655123,7,-16573.1,-276.22,392,398,-8,-2,,,
3253,1761655128,1761655128,13,-16568.1,-276.13,392,398,-8,-2,,,
3256,1761655131,1761655131,4,-16565.1,-276.09,392,398,-8,-2,,,
3258,1761655133,1761655133,8,-16563.1,-276.05,392,398,-8,-2,,,
3259,1761655134,1761655134,12.5,-16562.1,-276.03,392,400,-8,0,,,
3264,1761655139,1761655139,5.5,-16557.1,-275.95,392,400,-8,0,,,
3265,1761655140,1761655140,9,-16556.1,-275.93,392,399,-8,-1,,,
3271,1761655146,1761655146,4,-16550.1,-275.83,392,400,-8,0,,,
3276,1761655151,1761655151,8.5,-16545.1,-275.75,392,400,-8,0,,,
3278,1761655153,1761655153,9,-16543.1,-275.72,392,400,-8,0,,,
3280,1761655155,1761655155,3,-16541.1,-275.68,392,398,-8,-2,,,
3285,1761655160,1761655160,4.5,-16536.1,-275.6,392,399,-8,-1,,,
3286,1761655161,1761655161,8.5,-16535.1,-275.58,392,401,-8,1,,,
3287,1761655162,1761655162,5,-16534.1,-275.57,392,399,-8,-1,,,
3289,1761655164,1761655164,1.5,-16532.1,-275.53,392,399,-8,-1,,,
3290,1761655165,1761655165,8,-16531.1,-275.52,392,400,-8,0,,,
3295,1761655170,1761655170,6.5,-16526.1,-275.43,392,399,-8,-1,,,
3297,1761655172,1761655172,5,-16524.1,-275.4,392,400,-8,0,,,
3298,1761655173,1761655173,11,-16523.1,-275.38,392,398,-8,-2,,,
3302,1761655177,1761655177,11,-16519.1,-275.32,392,400,-8,0,,,
3308,1761655183,1761655183,9,-16513.1,-275.22,392,400,-8,0,,,
3310,1761655185,1761655185,14.5,-16511.1,-275.18,392,400,-8,0,,,
3326,1761655201,1761655201,12.5,-16495.1,-274.92,392,398,-8,-2,,,
3328,1761655203,1761655203,12.5,-16493.1,-274.88,392,400,-8,0,,,
3329,1761655204,1761655204,9,-16492.1,-274.87,392,400,-8,0,,,
3331,1761655206,1761655206,9,-16490.1,-274.83,392,399,-8,-1,,,
3334,1761655209,1761655209,16,-16487.1,-274.78,392,401,-8,1,,,
3337,1761655212,1761655212,4.5,-16484.1,-274.73,392,398,-8,-2,,,
3344,1761655219,1761655219,13,-16477.1,-274.62,392,401,-8,1,,,
3347,1761655222,1761655222,8,-16474.1,-274.57,392,399,-8,-1,,,
3351,1761655226,1761655226,10,-16470.1,-274.5,392,399,-8,-1,,,
3352,1761655227,1761655227,3.5,-16469.1,-274.48,392,399,-8,-1,,,
3360,1761655235,1761655235,5.5,-16461.1,-274.35,392,400,-8,0,,,
3372,1761655247,1761655247,10,-16449.1,-274.15,392,400,-8,0,,,
3376,1761655251,1761655251,7.5,-16445.1,-274.08,392,401,-8,1,,,
3378,1761655253,1761655253,9,-16443.1,-274.05,392,399,-8,-1,,,
3381,1761655256,1761655256,4,-16440.1,-274,392,400,-8,0,,,
3397,1761655272,1761655272,10.5,-16424,-273.73,392,399,-8,-1,,,
3406,1761655281,1761655281,5,-16415,-273.58,392,399,-8,-1,,,
3409,1761655284,1761655284,10.5,-16412,-273.53,392,399,-8,-1,,,
3412,1761655287,1761655287,5.5,-16409,-273.48,392,399,-8,-1,,,
3418,1761655293,1761655293,2.5,-16403,-273.38,392,399,-8,-1,,,
3420,1761655295,1761655295,4.5,-16401,-273.35,392,399,-8,-1,,,
3425,1761655300,1761655300,9,-16396,-273.27,392,400,-8,0,,,
3441,1761655316,1761655316,7,-16380,-273,392,398,-8,-2,,,
3442,1761655317,1761655317,6.5,-16379,-272.98,392,400,-8,0,,,
3445,1761655320,1761655320,11,-16376,-272.93,392,400,-8,0,,,
3448,1761655323,1761655323,6,-16373,-272.88,392,399,-8,-1,,,
3457,1761655332,1761655332,9,-16364,-272.73,392,399,-8,-1,,,
3458,1761655333,1761655333,4,-16363,-272.72,392,399,-8,-1,,,
3459,1761655334,1761655334,8.5,-16362,-272.7,392,400,-8,0,,,
3460,1761655335,1761655335,2.5,-16361,-272.68,392,399,-8,-1,,,
3461,1761655336,1761655336,10.5,-16360,-272.67,392,401,-8,1,,,
3462,1761655337,1761655337,3,-16359,-272.65,392,399,-8,-1,,,
3468,1761655343,1761655343,5,-16353,-272.55,392,400,-8,0,,,
3471,1761655346,1761655346,8.5,-16350,-272.5,392,399,-8,-1,,,
3481,1761655356,1761655356,16,-16340,-272.33,392,400,-8,0,,,
3482,1761655357,1761655357,5,-16339,-272.32,392,400,-8,0,,,
3488,1761655363,1761655363,6.5,-16333,-272.22,392,399,-8,-1,,,
3503,1761655378,1761655378,11.5,-16318,-271.97,392,399,-8,-1,,,
3504,1761655379,1761655379,6,-16317,-271.95,392,401,-8,1,,,
3507,1761655382,1761655382,9,-16314,-271.9,392,400,-8,0,,,
3510,1761655385,1761655385,6,-16311,-271.85,392,401,-8,1,,,
3521,1761655396,1761655396,8.5,-16300,-271.67,392,399,-8,-1,,,
3524,1761655399,1761655399,2,-16297,-271.62,392,398,-8,-2,,,
3528,1761655403,1761655403,9,-16293,-271.55,392,400,-8,0,,,
3540,1761655415,1761655415,8,-16281,-271.35,392,400,-8,0,,,
3541,1761655416,1761655416,5.5,-16280,-271.33,392,401,-8,1,,,
3547,1761655422,1761655422,0.5,-16274,-271.23,392,399,-8,-1,,,
3552,1761655427,1761655427,9.5,-16269,-271.15,392,400,-8,0,,,
3559,1761655434,1761655434,3,-16262,-271.03,392,400,-8,0,,,
3560,1761655435,1761655435,10,-16261,-271.02,392,401,-8,1,,,
3573,1761655448,1761655448,5.5,-16248,-270.8,392,400,-8,0,,,
3577,1761655452,1761655452,3,-16244,-270.73,392,400,-8,0,,,
3580,1761655455,1761655455,12,-16241,-270.68,392,401,-8,1,,,
3588,1761655463,1761655463,12,-16233,-270.55,392,400,-8,0,,,
3590,1761655465,1761655465,9.5,-16231,-270.52,392,399,-8,-1,,,
3593,1761655468,1761655468,5.5,-16228,-270.47,392,400,-8,0,,,
3600,1761655475,1761655475,11,-16221,-270.35,392,399,-8,-1,,,
3611,1761655486,1761655486,4,-16210,-270.17,392,399,-8,-1,,,
22,1761651896,1761651896,4,-19800.3,-330.01,391,393,-9,-7,,,
23,1761651897,1761651897,6.5,-19799.3,-329.99,391,399,-9,-1,,,
27,1761651901,1761651901,5,-19795.3,-329.92,391,400,-9,0,,,
28,1761651902,1761651902,9,-19794.3,-329.91,391,399,-9,-1,,,
32,1761651906,1761651906,10,-19790.3,-329.84,391,399,-9,-1,,,
35,1761651909,1761651909,9.5,-19787.3,-329.79,391,400,-9,0,,,
45,1761651919,1761651919,6.5,-19777.3,-329.62,391,398,-9,-2,,,
47,1761651921,1761651921,6.5,-19775.3,-329.59,391,400,-9,0,,,
51,1761651925,1761651925,6.5,-19771.3,-329.52,391,399,-9,-1,,,
52,1761651926,1761651926,3,-19770.3,-329.51,391,399,-9,-1,,,
56,1761651930,1761651930,4,-19766.3,-329.44,391,399,-9,-1,,,
61,1761651935,1761651935,8.5,-19761.3,-329.35,391,399,-9,-1,,,
65,1761651939,1761651939,11,-19757.3,-329.29,391,400,-9,0,,,
67,1761651941,1761651941,9.5,-19755.3,-329.25,391,400,-9,0,,,
68,1761651942,1761651942,3.5,-19754.3,-329.24,391,399,-9,-1,,,
69,1761651943,1761651943,10.5,-19753.3,-329.22,391,400,-9,0,,,
70,1761651944,1761651944,7,-19752.3,-329.2,391,401,-9,1,,,
78,1761651952,1761651952,8,-19744.3,-329.07,391,400,-9,0,,,
88,1761651962,1761651962,4.5,-19734.3,-328.9,391,399,-9,-1,,,
89,1761651963,1761651963,10.5,-19733.3,-328.89,391,401,-9,1,,,
93,1761651967,1761651967,12.5,-19729.3,-328.82,391,400,-9,0,,,
94,1761651968,1761651968,2.5,-19728.3,-328.8,391,397,-9,-3,,,
105,1761651979,1761651979,11.5,-19717.3,-328.62,391,400,-9,0,,,
115,1761651989,1761651989,12.5,-19707.3,-328.45,391,400,-9,0,,,
123,1761651997,1761651997,13,-19699.3,-328.32,391,399,-9,-1,,,
130,1761652004,1761652004,8,-19692.3,-328.2,391,400,-9,0,,,
133,1761652007,1761652007,14,-19689.3,-328.15,391,401,-9,1,,,
136,1761652010,1761652010,4.5,-19686.3,-328.1,391,400,-9,0,,,
138,1761652012,1761652012,11.5,-19684.3,-328.07,391,400,-9,0,,,
142,1761652016,1761652016,11.5,-19680.3,-328,391,400,-9,0,,,
145,1761652019,1761652019,7,-19677.3,-327.95,391,401,-9,1,,,
148,1761652022,1761652022,11.5,-19674.3,-327.9,391,400,-9,0,,,
155,1761652029,1761652029,12.5,-19667.3,-327.79,391,399,-9,-1,,,
157,1761652031,1761652031,13.5,-19665.2,-327.75,391,401,-9,1,,,
160,1761652034,1761652034,8,-19662.3,-327.7,391,397,-9,-3,,,
163,1761652037,1761652037,10.5,-19659.2,-327.65,391,400,-9,0,,,
165,1761652039,1761652039,13,-19657.2,-327.62,391,400,-9,0,,,
169,1761652043,1761652043,9,-19653.2,-327.55,391,400,-9,0,,,
175,1761652049,1761652049,1.5,-19647.3,-327.45,391,398,-9,-2,,,
177,1761652051,1761652051,3.5,-19645.2,-327.42,391,399,-9,-1,,,
181,1761652055,1761652055,1,-19641.2,-327.35,391,400,-9,0,,,
182,1761652056,1761652056,8,-19640.2,-327.34,391,397,-9,-3,,,
188,1761652062,1761652062,9.5,-19634.2,-327.24,391,400,-9,0,,,
191,1761652065,1761652065,6,-19631.2,-327.19,391,401,-9,1,,,
192,1761652066,1761652066,10.5,-19630.2,-327.17,391,398,-9,-2,,,
194,1761652068,1761652068,9,-19628.2,-327.14,391,399,-9,-1,,,
202,1761652076,1761652076,12,-19620.2,-327,391,399,-9,-1,,,
208,1761652082,1761652082,13,-19614.2,-326.9,391,400,-9,0,,,
209,1761652083,1761652083,7,-19613.2,-326.89,391,400,-9,0,,,
213,1761652087,1761652087,3,-19609.2,-326.82,391,400,-9,0,,,
215,1761652089,1761652089,3,-19607.2,-326.79,391,398,-9,-2,,,
219,1761652093,1761652093,4,-19603.2,-326.72,391,399,-9,-1,,,
224,1761652098,1761652098,10,-19598.2,-326.64,391,400,-9,0,,,
229,1761652103,1761652103,7,-19593.2,-326.55,391,400,-9,0,,,
232,1761652106,1761652106,12.5,-19590.2,-326.5,391,401,-9,1,,,
234,1761652108,1761652108,9.5,-19588.2,-326.47,391,400,-9,0,,,
242,1761652116,1761652116,10.5,-19580.2,-326.34,391,399,-9,-1,,,
245,1761652119,1761652119,7.5,-19577.2,-326.29,391,400,-9,0,,,
247,1761652121,1761652121,3.5,-19575.2,-326.25,391,398,-9,-2,,,
249,1761652123,1761652123,11,-19573.2,-326.22,391,400,-9,0,,,
253,1761652127,1761652127,6.5,-19569.2,-326.15,391,400,-9,0,,,
256,1761652130,1761652130,3.5,-19566.2,-326.1,391,399,-9,-1,,,
257,1761652131,1761652131,2,-19565.2,-326.09,391,397,-9,-3,,,
260,1761652134,1761652134,5,-19562.2,-326.04,391,399,-9,-1,,,
261,1761652135,1761652135,5,-19561.2,-326.02,391,399,-9,-1,,,
264,1761652138,1761652138,6,-19558.2,-325.97,391,401,-9,1,,,
265,1761652139,1761652139,5.5,-19557.2,-325.95,391,399,-9,-1,,,
267,1761652141,1761652141,9,-19555.2,-325.92,391,400,-9,0,,,
273,1761652147,1761652147,10,-19549.2,-325.82,391,400,-9,0,,,
275,1761652149,1761652149,4.5,-19547.2,-325.79,391,400,-9,0,,,
277,1761652151,1761652151,5.5,-19545.2,-325.75,391,398,-9,-2,,,
278,1761652152,1761652152,3,-19544.2,-325.74,391,397,-9,-3,,,
283,1761652157,1761652157,11,-19539.2,-325.65,391,400,-9,0,,,
284,1761652158,1761652158,6,-19538.2,-325.64,391,400,-9,0,,,
287,1761652161,1761652161,8,-19535.2,-325.59,391,400,-9,0,,,
288,1761652162,1761652162,8,-19534.2,-325.57,391,398,-9,-2,,,
289,1761652163,1761652163,13.5,-19533.2,-325.55,391,399,-9,-1,,,
298,1761652172,1761652172,5,-19524.2,-325.4,391,399,-9,-1,,,
299,1761652173,1761652173,9,-19523.2,-325.39,391,400,-9,0,,,
301,1761652175,1761652175,13.5,-19521.2,-325.35,391,400,-9,0,,,
304,1761652178,1761652178,5,-19518.2,-325.3,391,400,-9,0,,,
305,1761652179,1761652179,11,-19517.2,-325.29,391,397,-9,-3,,,
311,1761652185,1761652185,12,-19511.2,-325.19,391,399,-9,-1,,,
324,1761652198,1761652198,5,-19498.2,-324.97,391,398,-9,-2,,,
325,1761652199,1761652199,11,-19497.2,-324.95,391,401,-9,1,,,
