sync_num,icg_timestamp,ecg_timestamp,time_diff_ms,elapsed_time_s,elapsed_time_min,icg_samples_between,ecg_samples_between,icg_sample_deviation,ecg_sample_deviation,,,
1576,1761653450,1761653450,5.5,-18245.7,-304.1,391,399,-9,-1,,,
1577,1761653451,1761653451,10.5,-18244.7,-304.08,391,400,-9,0,,,
1581,1761653455,1761653455,8.5,-18240.7,-304.01,391,399,-9,-1,,,
1586,1761653460,1761653460,1,-18235.7,-303.93,391,400,-9,0,,,
1591,1761653465,1761653465,10,-18230.7,-303.85,391,400,-9,0,,,
1595,1761653469,1761653469,8.5,-18226.7,-303.78,391,400,-9,0,,,
1602,1761653476,1761653476,4.5,-18219.7,-303.66,391,400,-9,0,,,
1606,1761653480,1761653480,3,-18215.7,-303.6,391,398,-9,-2,,,
1618,1761653492,1761653492,7,-18203.7,-303.4,391,400,-9,0,,,
1619,1761653493,1761653493,12,-18202.7,-303.38,391,400,-9,0,,,
1626,1761653500,1761653500,6.5,-18195.7,-303.26,391,400,-9,0,,,
1629,1761653503,1761653503,12,-18192.7,-303.21,391,401,-9,1,,,
1630,1761653504,1761653504,6,-18191.7,-303.2,391,398,-9,-2,,,
1631,1761653505,1761653505,11.5,-18190.7,-303.18,391,400,-9,0,,,
1634,1761653508,1761653508,6,-18187.7,-303.13,391,400,-9,0,,,
1635,1761653509,1761653509,13,-18186.7,-303.11,391,400,-9,0,,,
1637,1761653511,1761653511,8,-18184.7,-303.08,391,398,-9,-2,,,
1641,1761653515,1761653515,11,-18180.7,-303.01,391,399,-9,-1,,,
1643,1761653517,1761653517,13,-18178.7,-302.98,391,401,-9,1,,,
1644,1761653518,1761653518,6.5,-18177.7,-302.96,391,398,-9,-2,,,
1650,1761653524,1761653524,2.5,-18171.7,-302.86,391,398,-9,-2,,,
1652,1761653526,1761653526,7.5,-18169.7,-302.83,391,400,-9,0,,,
1657,1761653531,1761653531,2.5,-18164.7,-302.74,391,400,-9,0,,,
1658,1761653532,1761653532,6,-18163.7,-302.73,391,399,-9,-1,,,
1660,1761653534,1761653534,8.5,-18161.7,-302.69,391,399,-9,-1,,,
1661,1761653535,1761653535,5.5,-18160.7,-302.68,391,401,-9,1,,,
1666,1761653541,1761653540,9,-18155.7,-302.59,391,400,-9,0,,,
1668,1761653543,1761653542,10,-18153.7,-302.56,391,400,-9,0,,,
1670,1761653545,1761653544,9,-18151.7,-302.53,391,399,-9,-1,,,
1675,1761653550,1761653549,7.5,-18146.7,-302.44,391,400,-9,0,,,
1677,1761653552,1761653551,4,-18144.7,-302.41,391,400,-9,0,,,
1679,1761653554,1761653553,6,-18142.7,-302.38,391,400,-9,0,,,
1681,1761653556,1761653556,5,-18140.7,-302.34,391,398,-9,-2,,,
1687,1761653562,1761653561,9.5,-18134.7,-302.24,391,400,-9,0,,,
1688,1761653563,1761653563,10.5,-18133.7,-302.23,391,399,-9,-1,,,
1692,1761653567,1761653567,12.5,-18129.7,-302.16,391,400,-9,0,,,
1706,1761653581,1761653581,7,-18115.7,-301.93,391,400,-9,0,,,
1707,1761653582,1761653582,4.5,-18114.7,-301.91,391,400,-9,0,,,
1709,1761653584,1761653584,7,-18112.7,-301.88,391,399,-9,-1,,,
1713,1761653588,1761653588,2,-18108.7,-301.81,391,400,-9,0,,,
1714,1761653589,1761653589,6.5,-18107.7,-301.79,391,400,-9,0,,,
1717,1761653592,1761653592,6.5,-18104.7,-301.74,391,400,-9,0,,,
1718,1761653593,1761653593,8.5,-18103.7,-301.73,391,399,-9,-1,,,
1719,1761653594,1761653594,2,-18102.7,-301.71,391,398,-9,-2,,,
1720,1761653595,1761653595,10.5,-18101.7,-301.69,391,400,-9,0,,,
1721,1761653596,1761653596,6,-18100.7,-301.68,391,400,-9,0,,,
1723,1761653598,1761653598,6,-18098.7,-301.64,391,400,-9,0,,,
1726,1761653601,1761653601,10,-18095.7,-301.59,391,401,-9,1,,,
1730,1761653605,1761653605,11.5,-18091.7,-301.53,391,400,-9,0,,,
1733,1761653608,1761653608,3,-18088.7,-301.48,391,399,-9,-1,,,
1735,1761653610,1761653610,4,-18086.7,-301.44,391,400,-9,0,,,
1744,1761653619,1761653619,9,-18077.7,-301.29,391,401,-9,1,,,
1746,1761653621,1761653621,8.5,-18075.7,-301.26,391,400,-9,0,,,
1747,1761653622,1761653622,0,-18074.7,-301.24,391,399,-9,-1,,,
1748,1761653623,1761653623,12,-18073.6,-301.23,391,398,-9,-2,,,
1750,1761653625,1761653625,8,-18071.7,-301.19,391,400,-9,0,,,
1751,1761653626,1761653626,4.5,-18070.7,-301.18,391,400,-9,0,,,
1753,1761653628,1761653628,4.5,-18068.7,-301.14,391,400,-9,0,,,
1755,1761653630,1761653630,6,-18066.7,-301.11,391,399,-9,-1,,,
1756,1761653631,1761653631,10.5,-18065.6,-301.09,391,399,-9,-1,,,
1759,1761653634,1761653634,5.5,-18062.7,-301.04,391,399,-9,-1,,,
1762,1761653637,1761653637,7.5,-18059.6,-300.99,391,399,-9,-1,,,
1763,1761653638,1761653638,6.5,-18058.6,-300.98,391,399,-9,-1,,,
1766,1761653641,1761653641,11.5,-18055.6,-300.93,391,400,-9,0,,,
1769,1761653644,1761653644,5.5,-18052.6,-300.88,391,399,-9,-1,,,
1782,1761653657,1761653657,10.5,-18039.6,-300.66,391,400,-9,0,,,
1789,1761653664,1761653664,1,-18032.6,-300.54,391,398,-9,-2,,,
1796,1761653671,1761653671,11,-18025.6,-300.43,391,399,-9,-1,,,
1799,1761653674,1761653674,8,-18022.6,-300.38,391,399,-9,-1,,,
1804,1761653679,1761653679,11,-18017.6,-300.29,391,399,-9,-1,,,
1811,1761653686,1761653686,7.5,-18010.6,-300.18,391,399,-9,-1,,,
1814,1761653689,1761653689,5.5,-18007.6,-300.13,391,399,-9,-1,,,
1822,1761653697,1761653697,11,-17999.6,-299.99,391,399,-9,-1,,,
1828,1761653703,1761653703,6.5,-17993.6,-299.89,391,400,-9,0,,,
1829,1761653704,1761653704,5,-17992.6,-299.88,391,400,-9,0,,,
1831,1761653706,1761653706,5,-17990.6,-299.84,391,400,-9,0,,,
1832,1761653707,1761653707,13,-17989.6,-299.83,391,398,-9,-2,,,
1834,1761653709,1761653709,8,-17987.6,-299.79,391,400,-9,0,,,
1835,1761653710,1761653710,2,-17986.6,-299.78,391,399,-9,-1,,,
1837,1761653712,1761653712,5.5,-17984.6,-299.74,391,398,-9,-2,,,
1839,1761653714,1761653714,6,-17982.6,-299.71,391,400,-9,0,,,
1840,1761653715,1761653715,9,-17981.6,-299.69,391,399,-9,-1,,,
1841,1761653716,1761653716,3,-17980.6,-299.68,391,400,-9,0,,,
1850,1761653725,1761653725,12.5,-17971.6,-299.53,391,401,-9,1,,,
1852,1761653727,1761653727,12,-17969.6,-299.49,391,399,-9,-1,,,
1859,1761653734,1761653734,7.5,-17962.6,-299.38,391,401,-9,1,,,
1860,1761653735,1761653735,9,-17961.6,-299.36,391,399,-9,-1,,,
1862,1761653737,1761653737,12.5,-17959.6,-299.33,391,400,-9,0,,,
1874,1761653749,1761653749,9,-17947.6,-299.13,391,399,-9,-1,,,
1875,1761653750,1761653750,7.5,-17946.6,-299.11,391,400,-9,0,,,
1876,1761653751,1761653751,9.5,-17945.6,-299.09,391,399,-9,-1,,,
1877,1761653752,1761653752,6,-17944.6,-299.08,391,400,-9,0,,,
1878,1761653753,1761653753,5,-17943.6,-299.06,391,399,-9,-1,,,
1881,1761653756,1761653756,4.5,-17940.6,-299.01,391,398,-9,-2,,,
1887,1761653762,1761653762,7,-17934.6,-298.91,391,401,-9,1,,,
1889,1761653764,1761653764,5.5,-17932.6,-298.88,391,399,-9,-1,,,
1890,1761653765,1761653765,9.5,-17931.6,-298.86,391,400,-9,0,,,
1891,1761653766,1761653766,4.5,-17930.6,-298.84,391,400,-9,0,,,
1893,1761653768,1761653768,6,-17928.6,-298.81,391,400,-9,0,,,
1894,1761653769,1761653769,9.5,-17927.6,-298.79,391,400,-9,0,,,
1895,1761653770,1761653770,6,-17926.6,-298.78,391,400,-9,0,,,
1899,1761653774,1761653774,6,-17922.6,-298.71,391,398,-9,-2,,,
1900,1761653775,1761653775,13,-17921.6,-298.69,391,401,-9,1,,,
1906,1761653781,1761653781,8.5,-17915.6,-298.59,391,399,-9,-1,,,
1907,1761653782,1761653782,7.5,-17914.6,-298.58,391,399,-9,-1,,,
1909,1761653784,1761653784,8,-17912.6,-298.54,391,399,-9,-1,,,
1910,1761653785,1761653785,16,-17911.6,-298.53,391,401,-9,1,,,
1912,1761653787,1761653787,12.5,-17909.6,-298.49,391,400,-9,0,,,
1919,1761653794,1761653794,7.5,-17902.6,-298.38,391,399,-9,-1,,,
1920,1761653795,1761653795,7.5,-17901.6,-298.36,391,398,-9,-2,,,
1923,1761653798,1761653798,8,-17898.6,-298.31,391,399,-9,-1,,,
1925,1761653800,1761653800,9.5,-17896.6,-298.28,391,400,-9,0,,,
1928,1761653803,1761653803,2,-17893.6,-298.23,391,399,-9,-1,,,
1929,1761653804,1761653804,9,-17892.6,-298.21,391,398,-9,-2,,,
1932,1761653807,1761653807,4,-17889.6,-298.16,391,399,-9,-1,,,
1933,1761653808,1761653808,8,-17888.6,-298.14,391,400,-9,0,,,
1939,1761653814,1761653814,4.5,-17882.6,-298.04,391,399,-9,-1,,,
1942,1761653817,1761653817,6.5,-17879.6,-297.99,391,401,-9,1,,,
1943,1761653818,1761653818,8.5,-17878.6,-297.98,391,400,-9,0,,,
1945,1761653820,1761653820,11,-17876.6,-297.94,391,399,-9,-1,,,
1948,1761653823,1761653823,5,-17873.6,-297.89,391,400,-9,0,,,
1955,1761653830,1761653830,10,-17866.6,-297.78,391,399,-9,-1,,,
1957,1761653832,1761653832,9.5,-17864.6,-297.74,391,399,-9,-1,,,
1959,1761653834,1761653834,11.5,-17862.6,-297.71,391,399,-9,-1,,,
1963,1761653838,1761653838,11,-17858.6,-297.64,391,400,-9,0,,,
1964,1761653839,1761653839,6,-17857.6,-297.63,391,400,-9,0,,,
1967,1761653842,1761653842,11,-17854.6,-297.58,391,399,-9,-1,,,
1968,1761653843,1761653843,5,-17853.6,-297.56,391,400,-9,0,,,
1973,1761653848,1761653848,9.5,-17848.6,-297.48,391,400,-9,0,,,
1975,1761653850,1761653850,7,-17846.6,-297.44,391,399,-9,-1,,,
1976,1761653851,1761653851,4.5,-17845.6,-297.43,391,400,-9,0,,,
1989,1761653864,1761653864,12.5,-17832.6,-297.21,391,400,-9,0,,,
1990,1761653865,1761653865,6,-17831.6,-297.19,391,400,-9,0,,,
1992,1761653867,1761653867,4.5,-17829.6,-297.16,391,400,-9,0,,,
1995,1761653870,1761653870,11,-17826.6,-297.11,391,399,-9,-1,,,
1997,1761653872,1761653872,13,-17824.6,-297.08,391,400,-9,0,,,
2000,1761653875,1761653875,4,-17821.6,-297.03,391,398,-9,-2,,,
2003,1761653878,1761653878,11,-17818.6,-296.98,391,398,-9,-2,,,
2008,1761653883,1761653883,8.5,-17813.6,-296.89,391,399,-9,-1,,,
2010,1761653885,1761653885,6.5,-17811.6,-296.86,391,400,-9,0,,,
2011,1761653886,1761653886,3,-17810.6,-296.84,391,399,-9,-1,,,
2014,1761653889,1761653889,9.5,-17807.6,-296.79,391,400,-9,0,,,
2017,1761653892,1761653892,1,-17804.6,-296.74,391,399,-9,-1,,,
2019,1761653894,1761653894,1,-17802.6,-296.71,391,400,-9,0,,,
2024,1761653899,1761653899,10,-17797.5,-296.63,391,400,-9,0,,,
2025,1761653900,1761653900,1.5,-17796.6,-296.61,391,399,-9,-1,,,
2033,1761653908,1761653908,4.5,-17788.5,-296.48,391,400,-9,0,,,
2035,1761653910,1761653910,3,-17786.5,-296.44,391,399,-9,-1,,,
2039,1761653914,1761653914,8,-17782.5,-296.38,391,398,-9,-2,,,
2041,1761653916,1761653916,5.5,-17780.5,-296.34,391,400,-9,0,,,
2042,1761653917,1761653917,12,-17779.5,-296.33,391,400,-9,0,,,
2047,1761653922,1761653922,5,-17774.5,-296.24,391,400,-9,0,,,
2054,1761653929,1761653929,11.5,-17767.5,-296.13,391,401,-9,1,,,
2064,1761653939,1761653939,10,-17757.5,-295.96,391,401,-9,1,,,
2069,1761653944,1761653944,6,-17752.5,-295.88,391,398,-9,-2,,,
2071,1761653946,1761653946,7,-17750.5,-295.84,391,399,-9,-1,,,
2072,1761653947,1761653947,14,-17749.5,-295.83,391,400,-9,0,,,
2074,1761653949,1761653949,11.5,-17747.5,-295.79,391,400,-9,0,,,
2078,1761653953,1761653953,15.5,-17743.5,-295.73,391,400,-9,0,,,
2081,1761653956,1761653956,9,-17740.5,-295.68,391,399,-9,-1,,,
2082,1761653957,1761653957,5,-17739.5,-295.66,391,400,-9,0,,,
2092,1761653967,1761653967,5.5,-17729.5,-295.49,391,399,-9,-1,,,
2094,1761653969,1761653969,3,-17727.5,-295.46,391,400,-9,0,,,
2095,1761653970,1761653970,11.5,-17726.5,-295.44,391,399,-9,-1,,,
2096,1761653971,1761653971,3,-17725.5,-295.43,391,399,-9,-1,,,
2104,1761653979,1761653979,7.5,-17717.5,-295.29,391,400,-9,0,,,
2107,1761653982,1761653982,12.5,-17714.5,-295.24,391,399,-9,-1,,,
2112,1761653987,1761653987,8,-17709.5,-295.16,391,401,-9,1,,,
2115,1761653990,1761653990,10.5,-17706.5,-295.11,391,399,-9,-1,,,
2126,1761654001,1761654001,8.5,-17695.5,-294.93,391,399,-9,-1,,,
2127,1761654002,1761654002,12,-17694.5,-294.91,391,400,-9,0,,,
2129,1761654004,1761654004,9.5,-17692.5,-294.88,391,399,-9,-1,,,
2130,1761654005,1761654005,3.5,-17691.5,-294.86,391,398,-9,-2,,,
2131,1761654006,1761654006,11,-17690.5,-294.84,391,400,-9,0,,,
2132,1761654007,1761654007,8.5,-17689.5,-294.83,391,400,-9,0,,,
2139,1761654014,1761654014,10,-17682.5,-294.71,391,401,-9,1,,,
2143,1761654018,1761654018,14.5,-17678.5,-294.64,391,400,-9,0,,,
2149,1761654024,1761654024,14.5,-17672.5,-294.54,391,400,-9,0,,,
2156,1761654031,1761654031,3,-17665.5,-294.43,391,399,-9,-1,,,
2160,1761654035,1761654035,6,-17661.5,-294.36,391,398,-9,-2,,,
2162,1761654037,1761654037,10.5,-17659.5,-294.32,391,400,-9,0,,,
2163,1761654038,1761654038,2,-17658.5,-294.31,391,399,-9,-1,,,
2168,1761654043,1761654043,7,-17653.5,-294.22,391,400,-9,0,,,
2169,1761654044,1761654044,1,-17652.5,-294.21,391,398,-9,-2,,,
2172,1761654047,1761654047,9.5,-17649.5,-294.16,391,398,-9,-2,,,
2177,1761654052,1761654052,4.5,-17644.5,-294.07,391,400,-9,0,,,
2178,1761654053,1761654053,9,-17643.5,-294.06,391,400,-9,0,,,
2183,1761654058,1761654058,10,-17638.5,-293.97,391,398,-9,-2,,,
2190,1761654065,1761654065,6.5,-17631.5,-293.86,391,400,-9,0,,,
2194,1761654069,1761654069,7,-17627.5,-293.79,391,400,-9,0,,,
2198,1761654073,1761654073,9,-17623.5,-293.72,391,399,-9,-1,,,
2201,1761654076,1761654076,4.5,-17620.5,-293.67,391,400,-9,0,,,
2206,1761654081,1761654081,7.5,-17615.5,-293.59,391,400,-9,0,,,
2208,1761654083,1761654083,8.5,-17613.5,-293.56,391,400,-9,0,,,
2210,1761654085,1761654085,8.5,-17611.5,-293.52,391,399,-9,-1,,,
2217,1761654092,1761654092,7,-17604.5,-293.41,391,400,-9,0,,,
2218,1761654093,1761654093,9.5,-17603.5,-293.39,391,400,-9,0,,,
2223,1761654098,1761654098,5,-17598.5,-293.31,391,398,-9,-2,,,
2225,1761654100,1761654100,6,-17596.5,-293.27,391,398,-9,-2,,,
2231,1761654106,1761654106,7,-17590.5,-293.17,391,400,-9,0,,,
2234,1761654109,1761654109,9.5,-17587.5,-293.12,391,400,-9,0,,,
2235,1761654110,1761654110,5.5,-17586.5,-293.11,391,400,-9,0,,,
2239,1761654114,1761654114,1,-17582.5,-293.04,391,397,-9,-3,,,
2250,1761654125,1761654125,7.5,-17571.5,-292.86,391,400,-9,0,,,
2260,1761654135,1761654135,2.5,-17561.5,-292.69,391,399,-9,-1,,,
2263,1761654138,1761654138,13.5,-17558.5,-292.64,391,399,-9,-1,,,
2264,1761654139,1761654139,4.5,-17557.5,-292.62,391,398,-9,-2,,,
2269,1761654144,1761654144,13,-17552.5,-292.54,391,399,-9,-1,,,
2271,1761654146,1761654146,8,-17550.5,-292.51,391,400,-9,0,,,
2273,1761654148,1761654148,10.5,-17548.5,-292.47,391,401,-9,1,,,
2275,1761654150,1761654150,9.5,-17546.5,-292.44,391,399,-9,-1,,,
2282,1761654157,1761654157,4.5,-17539.5,-292.32,391,400,-9,0,,,
2283,1761654158,1761654158,9,-17538.5,-292.31,391,399,-9,-1,,,
2286,1761654161,1761654161,4,-17535.5,-292.26,391,400,-9,0,,,
2288,1761654163,1761654163,4,-17533.5,-292.22,391,399,-9,-1,,,
2289,1761654164,1761654164,12.5,-17532.4,-292.21,391,400,-9,0,,,
2290,1761654165,1761654165,4,-17531.5,-292.19,391,400,-9,0,,,
2291,1761654166,1761654166,12.5,-17530.4,-292.17,391,399,-9,-1,,,
2292,1761654167,1761654167,8,-17529.5,-292.16,391,401,-9,1,,,
2295,1761654170,1761654170,9,-17526.5,-292.11,391,400,-9,0,,,
2298,1761654173,1761654173,4.5,-17523.5,-292.06,391,400,-9,0,,,
2299,1761654174,1761654174,6.5,-17522.5,-292.04,391,399,-9,-1,,,
2303,1761654178,1761654178,12.5,-17518.4,-291.97,391,399,-9,-1,,,
2305,1761654180,1761654180,6.5,-17516.4,-291.94,391,399,-9,-1,,,
2306,1761654181,1761654181,4,-17515.5,-291.92,391,400,-9,0,,,
2309,1761654184,1761654184,12.5,-17512.4,-291.87,391,400,-9,0,,,
2311,1761654186,1761654186,10,-17510.4,-291.84,391,398,-9,-2,,,
2315,1761654190,1761654190,10,-17506.4,-291.77,391,398,-9,-2,,,
2317,1761654192,1761654192,10,-17504.4,-291.74,391,400,-9,0,,,
2321,1761654196,1761654196,10,-17500.4,-291.67,391,399,-9,-1,,,
2322,1761654197,1761654197,8,-17499.4,-291.66,391,399,-9,-1,,,
2323,1761654198,1761654198,12.5,-17498.4,-291.64,391,400,-9,0,,,
2326,1761654201,1761654201,7.5,-17495.4,-291.59,391,398,-9,-2,,,
2329,1761654204,1761654204,10,-17492.4,-291.54,391,398,-9,-2,,,
2331,1761654206,1761654206,11,-17490.4,-291.51,391,398,-9,-2,,,
2335,1761654210,1761654210,11,-17486.4,-291.44,391,400,-9,0,,,
2343,1761654218,1761654218,14.5,-17478.4,-291.31,391,399,-9,-1,,,
2349,1761654224,1761654224,13.5,-17472.4,-291.21,391,401,-9,1,,,
2355,1761654230,1761654230,10,-17466.4,-291.11,391,400,-9,0,,,
2359,1761654234,1761654234,7.5,-17462.4,-291.04,391,400,-9,0,,,
2361,1761654236,1761654236,8,-17460.4,-291.01,391,399,-9,-1,,,
2362,1761654237,1761654237,1.5,-17459.4,-290.99,391,398,-9,-2,,,
2363,1761654238,1761654238,4.5,-17458.4,-290.97,391,399,-9,-1,,,
2367,1761654242,1761654242,10.5,-17454.4,-290.91,391,400,-9,0,,,
2369,1761654244,1761654244,9.5,-17452.4,-290.87,391,400,-9,0,,,
2370,1761654245,1761654245,7,-17451.4,-290.86,391,400,-9,0,,,
2377,1761654252,1761654252,10.5,-17444.4,-290.74,391,400,-9,0,,,
2378,1761654253,1761654253,3,-17443.4,-290.72,391,398,-9,-2,,,
2381,1761654256,1761654256,6,-17440.4,-290.67,391,400,-9,0,,,
2383,1761654258,1761654258,9.5,-17438.4,-290.64,391,399,-9,-1,,,
2386,1761654261,1761654261,13,-17435.4,-290.59,391,399,-9,-1,,,
2387,1761654262,1761654262,11,-17434.4,-290.57,391,401,-9,1,,,
2397,1761654272,1761654272,8,-17424.4,-290.41,391,400,-9,0,,,
2399,1761654274,1761654274,11,-17422.4,-290.37,391,401,-9,1,,,
2404,1761654279,1761654279,6.5,-17417.4,-290.29,391,399,-9,-1,,,
2406,1761654281,1761654281,5.5,-17415.4,-290.26,391,400,-9,0,,,
2407,1761654282,1761654282,9.5,-17414.4,-290.24,391,398,-9,-2,,,
2409,1761654284,1761654284,10.5,-17412.4,-290.21,391,400,-9,0,,,
2411,1761654286,1761654286,5.5,-17410.4,-290.17,391,400,-9,0,,,
2416,1761654291,1761654291,2.5,-17405.4,-290.09,391,399,-9,-1,,,
2419,1761654294,1761654294,7.5,-17402.4,-290.04,391,400,-9,0,,,
2422,1761654297,1761654297,14.5,-17399.4,-289.99,391,399,-9,-1,,,
2424,1761654299,1761654299,10.5,-17397.4,-289.96,391,399,-9,-1,,,
2426,1761654301,1761654301,10.5,-17395.4,-289.92,391,400,-9,0,,,
2428,1761654303,1761654303,13,-17393.4,-289.89,391,399,-9,-1,,,
2430,1761654305,1761654305,10.5,-17391.4,-289.86,391,400,-9,0,,,
2431,1761654306,1761654306,7,-17390.4,-289.84,391,400,-9,0,,,
2438,1761654313,1761654313,12,-17383.4,-289.72,391,399,-9,-1,,,
2443,1761654318,1761654318,8.5,-17378.4,-289.64,391,398,-9,-2,,,
2444,1761654319,1761654319,9.5,-17377.4,-289.62,391,400,-9,0,,,
2448,1761654323,1761654323,5,-17373.4,-289.56,391,400,-9,0,,,
2452,1761654327,1761654327,6.5,-17369.4,-289.49,391,399,-9,-1,,,
2455,1761654330,1761654330,14.5,-17366.4,-289.44,391,400,-9,0,,,
2458,1761654333,1761654333,9,-17363.4,-289.39,391,400,-9,0,,,
2460,1761654335,1761654335,9,-17361.4,-289.36,391,400,-9,0,,,
2461,1761654336,1761654336,15,-17360.4,-289.34,391,401,-9,1,,,
2465,1761654340,1761654340,14,-17356.4,-289.27,391,401,-9,1,,,
2469,1761654344,1761654344,3,-17352.4,-289.21,391,400,-9,0,,,
2470,1761654345,1761654345,3.5,-17351.4,-289.19,391,400,-9,0,,,
2471,1761654346,1761654346,11,-17350.4,-289.17,391,400,-9,0,,,
2479,1761654354,1761654354,11,-17342.4,-289.04,391,399,-9,-1,,,
2487,1761654362,1761654362,9.5,-17334.4,-288.91,391,400,-9,0,,,
2491,1761654366,1761654366,12.5,-17330.4,-288.84,391,399,-9,-1,,,
2494,1761654369,1761654369,4,-17327.4,-288.79,391,400,-9,0,,,
2496,1761654371,1761654371,8.5,-17325.4,-288.76,391,398,-9,-2,,,
2505,1761654380,1761654380,8,-17316.4,-288.61,391,400,-9,0,,,
2507,1761654382,1761654382,13,-17314.4,-288.57,391,399,-9,-1,,,
2514,1761654389,1761654389,5,-17307.4,-288.46,391,399,-9,-1,,,
2515,1761654390,1761654390,13.5,-17306.4,-288.44,391,401,-9,1,,,
2517,1761654392,1761654392,9.5,-17304.4,-288.41,391,398,-9,-2,,,
2519,1761654394,1761654394,12.5,-17302.4,-288.37,391,399,-9,-1,,,
2521,1761654396,1761654396,11.5,-17300.4,-288.34,391,400,-9,0,,,
2531,1761654406,1761654406,14,-17290.4,-288.17,391,400,-9,0,,,
2532,1761654407,1761654407,6.5,-17289.4,-288.16,391,398,-9,-2,,,
2533,1761654408,1761654408,9.5,-17288.4,-288.14,391,398,-9,-2,,,
2536,1761654411,1761654411,8.5,-17285.4,-288.09,391,400,-9,0,,,
2542,1761654417,1761654417,10.5,-17279.4,-287.99,391,399,-9,-1,,,
2543,1761654418,1761654418,10.5,-17278.4,-287.97,391,398,-9,-2,,,
2548,1761654423,1761654423,11,-17273.4,-287.89,391,400,-9,0,,,
2550,1761654425,1761654425,5.5,-17271.4,-287.86,391,400,-9,0,,,
2554,1761654429,1761654429,9.5,-17267.4,-287.79,391,399,-9,-1,,,
2557,1761654432,1761654432,11,-17264.4,-287.74,391,400,-9,0,,,
2563,1761654438,1761654438,9.5,-17258.4,-287.64,391,400,-9,0,,,
2566,1761654441,1761654441,3,-17255.4,-287.59,391,399,-9,-1,,,
2568,1761654443,1761654443,8,-17253.4,-287.56,391,400,-9,0,,,
2577,1761654452,1761654452,10.5,-17244.3,-287.41,391,399,-9,-1,,,
2578,1761654453,1761654453,9,-17243.3,-287.39,391,401,-9,1,,,
2579,1761654454,1761654454,11,-17242.3,-287.37,391,398,-9,-2,,,
2581,1761654456,1761654456,11,-17240.3,-287.34,391,399,-9,-1,,,
2582,1761654457,1761654457,6.5,-17239.3,-287.32,391,399,-9,-1,,,
2583,1761654458,1761654458,3.5,-17238.3,-287.31,391,399,-9,-1,,,
2586,1761654461,1761654461,5,-17235.3,-287.26,391,398,-9,-2,,,
2589,1761654464,1761654464,4.5,-17232.3,-287.21,391,400,-9,0,,,
2590,1761654465,1761654465,7,-17231.3,-287.19,391,400,-9,0,,,
2591,1761654466,1761654466,2.5,-17230.3,-287.17,391,398,-9,-2,,,
2596,1761654471,1761654471,5.5,-17225.3,-287.09,391,400,-9,0,,,
2598,1761654473,1761654473,9.5,-17223.3,-287.06,391,400,-9,0,,,
2614,1761654489,1761654489,7.5,-17207.3,-286.79,391,399,-9,-1,,,
2616,1761654491,1761654491,12.5,-17205.3,-286.76,391,401,-9,1,,,
2620,1761654495,1761654495,12.5,-17201.3,-286.69,391,399,-9,-1,,,
2625,1761654500,1761654500,6,-17196.3,-286.61,391,399,-9,-1,,,
2629,1761654504,1761654504,5.5,-17192.3,-286.54,391,399,-9,-1,,,
2631,1761654506,1761654506,4,-17190.3,-286.51,391,399,-9,-1,,,
2633,1761654508,1761654508,3.5,-17188.3,-286.47,391,398,-9,-2,,,
2634,1761654509,1761654509,8,-17187.3,-286.46,391,400,-9,0,,,
2640,1761654515,1761654515,11.5,-17181.3,-286.36,391,398,-9,-2,,,
2644,1761654519,1761654519,12,-17177.3,-286.29,391,400,-9,0,,,
2648,1761654523,1761654523,14,-17173.3,-286.22,391,398,-9,-2,,,
2649,1761654524,1761654524,4.5,-17172.3,-286.21,391,400,-9,0,,,
2656,1761654531,1761654531,11.5,-17165.3,-286.09,391,400,-9,0,,,
2659,1761654534,1761654534,5.5,-17162.3,-286.04,391,398,-9,-2,,,
2668,1761654543,1761654543,4.5,-17153.3,-285.89,391,399,-9,-1,,,
2673,1761654548,1761654548,10.5,-17148.3,-285.81,391,399,-9,-1,,,
2675,1761654550,1761654550,9,-17146.3,-285.77,391,400,-9,0,,,
2677,1761654552,1761654552,10,-17144.3,-285.74,391,399,-9,-1,,,
2678,1761654553,1761654553,4,-17143.3,-285.72,391,399,-9,-1,,,
2682,1761654557,1761654557,4,-17139.3,-285.66,391,400,-9,0,,,
2683,1761654558,1761654558,10,-17138.3,-285.64,391,400,-9,0,,,
2684,1761654559,1761654559,4,-17137.3,-285.62,391,399,-9,-1,,,
2696,1761654571,1761654571,2.5,-17125.3,-285.42,391,398,-9,-2,,,
2701,1761654576,1761654576,8,-17120.3,-285.34,391,399,-9,-1,,,
2702,1761654577,1761654577,9.5,-17119.3,-285.32,391,399,-9,-1,,,
2703,1761654578,1761654578,10.5,-17118.3,-285.3,391,400,-9,0,,,
2704,1761654579,1761654579,10.5,-17117.3,-285.29,391,399,-9,-1,,,
2705,1761654580,1761654580,10.5,-17116.3,-285.27,391,400,-9,0,,,
2706,1761654581,1761654581,2,-17115.3,-285.26,391,398,-9,-2,,,
2708,1761654583,1761654583,7,-17113.3,-285.22,391,400,-9,0,,,
2713,1761654588,1761654588,14.5,-17108.3,-285.14,391,399,-9,-1,,,
2715,1761654590,1761654590,9.5,-17106.3,-285.1,391,400,-9,0,,,
2717,1761654592,1761654592,9.5,-17104.3,-285.07,391,397,-9,-3,,,
2722,1761654597,1761654597,4,-17099.3,-284.99,391,399,-9,-1,,,
2724,1761654599,1761654599,3,-17097.3,-284.95,391,399,-9,-1,,,
