sync_num,icg_timestamp,ecg_timestamp,time_diff_ms,elapsed_time_s,elapsed_time_min,icg_samples_between,ecg_samples_between,icg_sample_deviation,ecg_sample_deviation
2125,1761645759.127500,1761645759.122500,5.000,-17682.5,-294.71,390,399,-10,-1
2126,1761645760.125500,1761645760.124000,1.500,-17681.5,-294.69,392,400,-8,+0
2127,1761645761.127500,1761645761.124500,3.000,-17680.5,-294.68,392,400,-8,+0
2128,1761645762.128000,1761645762.124000,4.000,-17679.5,-294.66,390,400,-10,+0
2129,1761645763.130000,1761645763.123000,7.000,-17678.5,-294.64,390,399,-10,-1
2130,1761645764.128000,1761645764.122500,5.500,-17677.5,-294.63,390,400,-10,+0
2131,1761645765.127500,1761645765.123000,4.500,-17676.5,-294.61,393,401,-7,+1
2132,1761645766.128000,1761645766.124500,3.500,-17675.5,-294.59,392,400,-8,+0
2133,1761645767.130500,1761645767.127000,3.500,-17674.5,-294.58,392,398,-8,-2
2134,1761645768.130500,1761645768.126000,4.500,-17673.5,-294.56,390,400,-10,+0
2135,1761645769.131000,1761645769.124000,7.000,-17672.5,-294.54,390,399,-10,-1
2136,1761645770.131500,1761645770.124500,7.000,-17671.5,-294.53,391,399,-9,-1
2137,1761645771.132000,1761645771.128500,3.500,-17670.5,-294.51,392,400,-8,+0
2138,1761645772.132500,1761645772.126500,6.000,-17669.5,-294.49,390,400,-10,+0
2139,1761645773.133000,1761645773.128000,5.000,-17668.5,-294.48,390,400,-10,+0
2140,1761645774.133500,1761645774.127000,6.500,-17667.5,-294.46,392,400,-8,+0
2141,1761645775.133500,1761645775.127500,6.000,-17666.5,-294.44,390,399,-10,-1
2142,1761645776.133000,1761645776.127500,5.500,-17665.5,-294.43,390,401,-10,+1
2143,1761645777.133500,1761645777.130500,3.000,-17664.5,-294.41,389,399,-11,-1
2144,1761645778.137500,1761645778.129000,8.500,-17663.5,-294.39,391,400,-9,+0
2145,1761645779.137500,1761645779.129000,8.500,-17662.5,-294.38,389,399,-11,-1
2146,1761645780.135500,1761645780.129500,6.000,-17661.5,-294.36,391,400,-9,+0
2147,1761645781.135000,1761645781.130000,5.000,-17660.5,-294.34,391,401,-9,+1
2148,1761645782.134000,1761645782.133000,1.000,-17659.5,-294.33,392,400,-8,+0
2149,1761645783.135500,1761645783.132000,3.500,-17658.5,-294.31,392,400,-8,+0
2150,1761645784.136000,1761645784.133000,3.000,-17657.5,-294.29,392,399,-8,-1
2151,1761645785.137500,1761645785.131500,6.000,-17656.5,-294.28,393,400,-7,+0
2152,1761645786.135000,1761645786.131500,3.500,-17655.5,-294.26,391,399,-9,-1
2153,1761645787.136500,1761645787.135500,1.000,-17654.5,-294.24,390,399,-10,-1
2154,1761645788.137000,1761645788.134000,3.000,-17653.5,-294.23,392,400,-8,+0
2155,1761645789.142000,1761645789.133500,8.500,-17652.5,-294.21,392,399,-8,-1
2156,1761645790.140000,1761645790.135000,5.000,-17651.5,-294.19,391,400,-9,+0
2157,1761645791.140500,1761645791.137000,3.500,-17650.5,-294.18,391,400,-9,+0
2158,1761645792.138000,1761645792.140000,2.000,-17649.5,-294.16,390,399,-10,-1
2159,1761645793.141000,1761645793.136500,4.500,-17648.5,-294.14,391,400,-9,+0
2160,1761645794.141000,1761645794.137000,4.000,-17647.5,-294.13,393,400,-7,+0
2161,1761645795.139000,1761645795.135000,4.000,-17646.5,-294.11,393,400,-7,+0
2162,1761645796.143000,1761645796.137000,6.000,-17645.5,-294.09,391,399,-9,-1
2163,1761645797.143000,1761645797.139500,3.500,-17644.5,-294.08,391,400,-9,+0
2164,1761645798.143500,1761645798.138000,5.500,-17643.5,-294.06,391,400,-9,+0
2165,1761645799.142500,1761645799.139500,3.000,-17642.5,-294.04,391,399,-9,-1
2166,1761645800.143000,1761645800.138500,4.500,-17641.5,-294.03,391,400,-9,+0
2167,1761645801.144000,1761645801.138000,6.000,-17640.5,-294.01,391,400,-9,+0
2168,1761645802.144000,1761645802.140500,3.500,-17639.5,-293.99,391,400,-9,+0
2169,1761645803.145500,1761645803.141000,4.500,-17638.5,-293.98,390,400,-10,+0
2170,1761645804.146000,1761645804.140500,5.500,-17637.5,-293.96,391,399,-9,-1
2171,1761645805.146500,1761645805.141000,5.500,-17636.5,-293.94,392,401,-8,+1
2172,1761645806.147000,1761645806.144000,3.000,-17635.5,-293.93,391,400,-9,+0
2173,1761645807.147500,1761645807.142000,5.500,-17634.5,-293.91,393,399,-7,-1
2174,1761645808.146500,1761645808.143500,3.000,-17633.5,-293.89,392,400,-8,+0
2175,1761645809.147500,1761645809.141500,6.000,-17632.5,-293.88,391,400,-9,+0
2176,1761645810.148500,1761645810.142500,6.000,-17631.5,-293.86,393,399,-7,-1
2177,1761645811.149000,1761645811.144000,5.000,-17630.5,-293.84,391,400,-9,+0
2178,1761645812.146500,1761645812.145500,1.000,-17629.5,-293.83,391,400,-9,+0
2179,1761645813.147000,1761645813.145000,2.000,-17628.5,-293.81,391,400,-9,+0
2180,1761645814.148500,1761645814.145500,3.000,-17627.5,-293.79,389,400,-11,+0
2181,1761645815.147500,1761645815.144500,3.000,-17626.5,-293.78,393,400,-7,+0
2182,1761645816.151000,1761645816.145000,6.000,-17625.5,-293.76,390,400,-10,+0
2183,1761645817.148000,1761645817.145500,2.500,-17624.5,-293.74,390,399,-10,-1
2184,1761645818.148500,1761645818.144500,4.000,-17623.5,-293.73,389,400,-11,+0
2185,1761645819.149500,1761645819.145000,4.500,-17622.5,-293.71,390,400,-10,+0
2186,1761645820.150000,1761645820.147000,3.000,-17621.5,-293.69,392,400,-8,+0
2187,1761645821.153000,1761645821.146500,6.500,-17620.5,-293.68,390,400,-10,+0
2188,1761645822.151000,1761645822.148000,3.000,-17619.5,-293.66,393,398,-7,-2
2189,1761645823.152500,1761645823.147000,5.500,-17618.5,-293.64,392,399,-8,-1
2190,1761645824.153000,1761645824.147000,6.000,-17617.5,-293.63,391,400,-9,+0
2191,1761645825.151000,1761645825.151000,0.000,-17616.5,-293.61,390,399,-10,-1
2192,1761645826.155000,1761645826.149000,6.000,-17615.5,-293.59,394,399,-6,-1
2193,1761645827.153000,1761645827.149500,3.500,-17614.5,-293.58,391,400,-9,+0
2194,1761645828.153000,1761645828.149500,3.500,-17613.5,-293.56,392,398,-8,-2
2195,1761645829.154500,1761645829.148500,6.000,-17612.5,-293.54,392,400,-8,+0
2196,1761645830.155000,1761645830.149000,6.000,-17611.5,-293.53,390,400,-10,+0
2197,1761645831.153000,1761645831.150000,3.000,-17610.5,-293.51,392,401,-8,+1
2198,1761645832.154500,1761645832.151500,3.000,-17609.5,-293.49,396,399,-4,-1
2199,1761645833.155000,1761645833.153000,2.000,-17608.5,-293.48,394,400,-6,+0
2200,1761645834.159500,1761645834.151500,8.000,-17607.5,-293.46,392,400,-8,+0
2201,1761645835.159000,1761645835.151000,8.000,-17606.5,-293.44,393,400,-7,+0
2202,1761645836.158500,1761645836.153000,5.500,-17605.5,-293.43,396,399,-4,-1
2203,1761645837.158000,1761645837.156000,2.000,-17604.5,-293.41,390,399,-10,-1
2204,1761645838.158500,1761645838.154000,4.500,-17603.5,-293.39,394,400,-6,+0
2205,1761645839.161500,1761645839.154500,7.000,-17602.5,-293.38,391,400,-9,+0
2206,1761645840.160500,1761645840.153000,7.500,-17601.5,-293.36,390,399,-10,-1
2207,1761645841.162000,1761645841.153000,9.000,-17600.5,-293.34,392,401,-8,+1
2208,1761645842.160000,1761645842.156000,4.000,-17599.5,-293.33,391,400,-9,+0
2209,1761645843.158000,1761645843.156500,1.500,-17598.5,-293.31,390,400,-10,+0
2210,1761645844.158500,1761645844.157000,1.500,-17597.5,-293.29,393,400,-7,+0
2211,1761645845.159000,1761645845.156500,2.500,-17596.5,-293.28,390,400,-10,+0
2212,1761645846.158000,1761645846.154500,3.500,-17595.5,-293.26,390,400,-10,+0
2213,1761645847.161000,1761645847.156000,5.000,-17594.5,-293.24,391,401,-9,+1
2214,1761645848.160000,1761645848.157500,2.500,-17593.5,-293.23,393,400,-7,+0
2215,1761645849.161500,1761645849.157500,4.000,-17592.5,-293.21,392,400,-8,+0
2216,1761645850.163000,1761645850.159500,3.500,-17591.5,-293.19,392,400,-8,+0
2217,1761645851.166000,1761645851.156500,9.500,-17590.5,-293.17,392,400,-8,+0
2218,1761645852.164000,1761645852.158000,6.000,-17589.5,-293.16,390,400,-10,+0
2219,1761645853.163000,1761645853.158000,5.000,-17588.5,-293.14,391,401,-9,+1
2220,1761645854.167000,1761645854.158500,8.500,-17587.5,-293.12,390,399,-10,-1
2221,1761645855.165000,1761645855.160500,4.500,-17586.5,-293.11,390,400,-10,+0
2222,1761645856.165500,1761645856.159000,6.500,-17585.5,-293.09,392,399,-8,-1
2223,1761645857.167500,1761645857.159500,8.000,-17584.5,-293.07,389,400,-11,+0
2224,1761645858.166500,1761645858.161000,5.500,-17583.5,-293.06,391,400,-9,+0
2225,1761645859.168500,1761645859.159500,9.000,-17582.5,-293.04,390,400,-10,+0
2226,1761645860.166500,1761645860.158500,8.000,-17581.5,-293.02,390,400,-10,+0
2227,1761645861.167000,1761645861.161000,6.000,-17580.5,-293.01,390,400,-10,+0
2228,1761645862.169500,1761645862.160000,9.500,-17579.5,-292.99,390,401,-10,+1
2229,1761645863.167500,1761645863.161500,6.000,-17578.5,-292.97,391,400,-9,+0
2230,1761645864.168000,1761645864.161000,7.000,-17577.5,-292.96,392,400,-8,+0
2231,1761645865.168500,1761645865.161500,7.000,-17576.5,-292.94,394,400,-6,+0
2232,1761645866.169000,1761645866.161000,8.000,-17575.5,-292.92,389,400,-11,+0
2233,1761645867.169000,1761645867.162500,6.500,-17574.5,-292.91,391,400,-9,+0
2234,1761645868.169000,1761645868.165500,3.500,-17573.5,-292.89,390,400,-10,+0
2235,1761645869.169500,1761645869.165000,4.500,-17572.5,-292.87,392,400,-8,+0
2236,1761645870.171000,1761645870.164000,7.000,-17571.5,-292.86,390,400,-10,+0
2237,1761645871.171500,1761645871.165000,6.500,-17570.5,-292.84,390,399,-10,-1
2238,1761645872.167000,1761645872.164500,2.500,-17569.5,-292.82,392,400,-8,+0
2239,1761645873.172500,1761645873.165000,7.500,-17568.5,-292.81,390,400,-10,+0
2240,1761645874.172000,1761645874.163000,9.000,-17567.5,-292.79,391,401,-9,+1
2241,1761645875.172500,1761645875.166000,6.500,-17566.5,-292.77,391,400,-9,+0
2242,1761645876.170500,1761645876.166500,4.000,-17565.5,-292.76,392,400,-8,+0
2243,1761645877.172500,1761645877.167000,5.500,-17564.5,-292.74,391,400,-9,+0
2244,1761645878.173000,1761645878.165000,8.000,-17563.5,-292.72,391,399,-9,-1
2245,1761645879.173500,1761645879.166500,7.000,-17562.5,-292.71,393,400,-7,+0
2246,1761645880.174000,1761645880.166000,8.000,-17561.5,-292.69,390,401,-10,+1
2247,1761645881.171500,1761645881.169000,2.500,-17560.5,-292.67,391,399,-9,-1
2248,1761645882.177000,1761645882.169500,7.500,-17559.5,-292.66,390,400,-10,+0
2249,1761645883.173500,1761645883.169000,4.500,-17558.5,-292.64,390,399,-10,-1
2250,1761645884.176000,1761645884.168500,7.500,-17557.5,-292.62,390,400,-10,+0
2251,1761645885.175000,1761645885.169000,6.000,-17556.5,-292.61,389,400,-11,+0
2252,1761645886.178000,1761645886.169500,8.500,-17555.5,-292.59,392,401,-8,+1
2253,1761645887.174000,1761645887.169500,4.500,-17554.5,-292.57,393,400,-7,+0
2254,1761645888.176500,1761645888.170000,6.500,-17553.5,-292.56,391,399,-9,-1
2255,1761645889.174500,1761645889.170500,4.000,-17552.5,-292.54,392,400,-8,+0
2256,1761645890.177500,1761645890.171000,6.500,-17551.5,-292.52,391,400,-9,+0
2257,1761645891.176500,1761645891.170500,6.000,-17550.5,-292.51,392,400,-8,+0
2258,1761645892.179500,1761645892.170000,9.500,-17549.5,-292.49,390,401,-10,+1
2259,1761645893.177500,1761645893.174000,3.500,-17548.5,-292.47,393,400,-7,+0
2260,1761645894.180000,1761645894.173500,6.500,-17547.5,-292.46,390,399,-10,-1
2261,1761645895.181500,1761645895.172500,9.000,-17546.5,-292.44,390,399,-10,-1
2262,1761645896.178500,1761645896.171500,7.000,-17545.5,-292.42,392,399,-8,-1
2263,1761645897.180000,1761645897.174500,5.500,-17544.5,-292.41,389,400,-11,+0
2264,1761645898.177500,1761645898.174500,3.000,-17543.5,-292.39,391,399,-9,-1
2265,1761645899.180000,1761645899.175000,5.000,-17542.5,-292.37,390,400,-10,+0
2266,1761645900.181500,1761645900.174500,7.000,-17541.5,-292.36,390,399,-10,-1
2267,1761645901.181000,1761645901.174500,6.500,-17540.5,-292.34,392,400,-8,+0
2268,1761645902.181000,1761645902.175000,6.000,-17539.5,-292.32,390,399,-10,-1
2269,1761645903.181500,1761645903.174000,7.500,-17538.5,-292.31,390,401,-10,+1
2270,1761645904.179500,1761645904.177000,2.500,-17537.5,-292.29,392,400,-8,+0
2271,1761645905.180500,1761645905.177500,3.000,-17536.5,-292.27,392,399,-8,-1
2272,1761645906.183500,1761645906.177000,6.500,-17535.5,-292.26,389,400,-11,+0
2273,1761645907.181500,1761645907.176500,5.000,-17534.5,-292.24,391,400,-9,+0
2274,1761645908.182000,1761645908.176000,6.000,-17533.5,-292.22,390,399,-10,-1
2275,1761645909.185000,1761645909.176500,8.500,-17532.5,-292.21,389,399,-11,-1
2276,1761645910.185500,1761645910.176000,9.500,-17531.5,-292.19,389,400,-11,+0
2277,1761645911.183500,1761645911.179000,4.500,-17530.5,-292.17,391,400,-9,+0
2278,1761645912.185000,1761645912.180500,4.500,-17529.5,-292.16,393,399,-7,-1
2279,1761645913.185000,1761645913.179500,5.500,-17528.5,-292.14,391,400,-9,+0
2280,1761645914.185500,1761645914.180000,5.500,-17527.5,-292.12,390,400,-10,+0
2281,1761645915.188500,1761645915.178000,10.500,-17526.5,-292.11,388,399,-12,-1
2282,1761645916.184000,1761645916.178500,5.500,-17525.5,-292.09,391,401,-9,+1
2283,1761645917.189000,1761645917.180500,8.500,-17524.5,-292.07,390,400,-10,+0
2284,1761645918.187000,1761645918.181500,5.500,-17523.5,-292.06,391,400,-9,+0
2285,1761645919.187500,1761645919.182000,5.500,-17522.5,-292.04,390,400,-10,+0
2286,1761645920.190500,1761645920.180000,10.500,-17521.5,-292.02,389,399,-11,-1
2287,1761645921.185500,1761645921.182000,3.500,-17520.5,-292.01,390,400,-10,+0
2288,1761645922.191000,1761645922.183500,7.500,-17519.5,-291.99,390,400,-10,+0
2289,1761645923.187500,1761645923.184000,3.500,-17518.5,-291.97,391,400,-9,+0
2290,1761645924.188500,1761645924.182500,6.000,-17517.5,-291.96,390,399,-10,-1
2291,1761645925.191000,1761645925.182500,8.500,-17516.5,-291.94,386,398,-14,-2
2292,1761645926.187500,1761645926.184000,3.500,-17515.5,-291.92,392,399,-8,-1
2293,1761645927.190500,1761645927.183500,7.000,-17514.5,-291.91,392,400,-8,+0
2294,1761645928.188500,1761645928.184000,4.500,-17513.5,-291.89,392,400,-8,+0
2295,1761645929.190500,1761645929.182000,8.500,-17512.5,-291.87,391,401,-9,+1
2296,1761645930.191000,1761645930.185000,6.000,-17511.5,-291.86,389,399,-11,-1
2297,1761645931.190500,1761645931.184500,6.000,-17510.5,-291.84,391,400,-9,+0
2298,1761645932.192500,1761645932.185000,7.500,-17509.5,-291.82,390,399,-10,-1
2299,1761645933.190500,1761645933.184500,6.000,-17508.5,-291.81,394,401,-6,+1
2300,1761645934.195500,1761645934.188500,7.000,-17507.5,-291.79,388,398,-12,-2
2301,1761645935.193500,1761645935.190000,3.500,-17506.5,-291.77,391,398,-9,-2
2302,1761645936.193500,1761645936.187500,6.000,-17505.5,-291.76,392,399,-8,-1
2303,1761645937.192500,1761645937.188000,4.500,-17504.5,-291.74,391,400,-9,+0
2304,1761645938.192500,1761645938.188500,4.000,-17503.5,-291.72,391,399,-9,-1
2305,1761645939.193000,1761645939.187000,6.000,-17502.5,-291.71,393,400,-7,+0
2306,1761645940.192000,1761645940.188500,3.500,-17501.5,-291.69,391,399,-9,-1
2307,1761645941.192500,1761645941.186500,6.000,-17500.5,-291.67,391,401,-9,+1
2308,1761645942.195000,1761645942.188500,6.500,-17499.5,-291.66,389,400,-11,+0
2309,1761645943.195500,1761645943.189000,6.500,-17498.5,-291.64,392,400,-8,+0
2310,1761645944.196000,1761645944.189500,6.500,-17497.5,-291.62,392,400,-8,+0
2311,1761645945.194000,1761645945.189500,4.500,-17496.5,-291.61,394,400,-6,+0
2312,1761645946.199500,1761645946.191000,8.500,-17495.5,-291.59,390,399,-10,-1
2313,1761645947.195000,1761645947.188000,7.000,-17494.5,-291.57,390,401,-10,+1
2314,1761645948.195000,1761645948.192000,3.000,-17493.5,-291.56,391,400,-9,+0
2315,1761645949.196500,1761645949.192500,4.000,-17492.5,-291.54,391,400,-9,+0
2316,1761645950.196000,1761645950.190500,5.500,-17491.5,-291.52,389,400,-11,+0
2317,1761645951.196500,1761645951.192000,4.500,-17490.5,-291.51,390,400,-10,+0
2318,1761645952.197000,1761645952.191000,6.000,-17489.5,-291.49,389,400,-11,+0
2319,1761645953.198500,1761645953.190500,8.000,-17488.5,-291.47,390,400,-10,+0
2320,1761645954.197000,1761645954.191000,6.000,-17487.5,-291.46,390,401,-10,+1
2321,1761645955.195500,1761645955.194000,1.500,-17486.5,-291.44,391,400,-9,+0
2322,1761645956.198000,1761645956.194500,3.500,-17485.5,-291.42,391,400,-9,+0
2323,1761645957.198500,1761645957.192500,6.000,-17484.5,-291.41,390,398,-10,-2
2324,1761645958.198000,1761645958.193000,5.000,-17483.5,-291.39,391,400,-9,+0
2325,1761645959.198500,1761645959.192500,6.000,-17482.5,-291.37,391,400,-9,+0
2326,1761645960.199000,1761645960.193000,6.000,-17481.5,-291.36,392,401,-8,+1
2327,1761645961.202000,1761645961.197000,5.000,-17480.5,-291.34,392,400,-8,+0
2328,1761645962.200000,1761645962.196500,3.500,-17479.5,-291.32,392,400,-8,+0
2329,1761645963.201500,1761645963.197000,4.500,-17478.5,-291.31,389,399,-11,-1
2330,1761645964.203000,1761645964.196000,7.000,-17477.5,-291.29,390,400,-10,+0
2331,1761645965.203500,1761645965.196500,7.000,-17476.5,-291.27,389,401,-11,+1
2332,1761645966.202500,1761645966.197000,5.500,-17475.5,-291.26,392,399,-8,-1
2333,1761645967.202000,1761645967.198500,3.500,-17474.5,-291.24,392,400,-8,+0
2334,1761645968.203500,1761645968.197500,6.000,-17473.5,-291.22,390,400,-10,+0
2335,1761645969.205500,1761645969.200500,5.000,-17472.5,-291.21,389,399,-11,-1
2336,1761645970.203500,1761645970.197500,6.000,-17471.5,-291.19,390,401,-10,+1
2337,1761645971.206500,1761645971.200500,6.000,-17470.5,-291.17,389,399,-11,-1
2338,1761645972.207000,1761645972.201000,6.000,-17469.5,-291.16,391,400,-9,+0
2339,1761645973.204000,1761645973.200500,3.500,-17468.5,-291.14,390,400,-10,+0
2340,1761645974.205500,1761645974.200000,5.500,-17467.5,-291.12,391,399,-9,-1
2341,1761645975.205000,1761645975.199000,6.000,-17466.5,-291.11,390,400,-10,+0
2342,1761645976.204000,1761645976.199500,4.500,-17465.5,-291.09,393,401,-7,+1
2343,1761645977.207000,1761645977.203500,3.500,-17464.5,-291.07,389,400,-11,+0
2344,1761645978.207500,1761645978.203000,4.500,-17463.5,-291.06,389,400,-11,+0
2345,1761645979.204500,1761645979.203500,1.000,-17462.5,-291.04,390,400,-10,+0
2346,1761645980.210000,1761645980.201500,8.500,-17461.5,-291.02,390,399,-10,-1
2347,1761645981.207000,1761645981.202000,5.000,-17460.5,-291.01,391,401,-9,+1
2348,1761645982.207500,1761645982.204000,3.500,-17459.5,-290.99,390,399,-10,-1
2349,1761645983.209000,1761645983.204500,4.500,-17458.5,-290.97,390,400,-10,+0
2350,1761645984.207000,1761645984.205000,2.000,-17457.5,-290.96,391,399,-9,-1
2351,1761645985.208500,1761645985.205500,3.000,-17456.5,-290.94,390,400,-10,+0
2352,1761645986.209000,1761645986.206000,3.000,-17455.5,-290.92,389,401,-11,+1
2353,1761645987.210500,1761645987.206500,4.000,-17454.5,-290.91,392,400,-8,+0
2354,1761645988.211000,1761645988.207000,4.000,-17453.5,-290.89,390,400,-10,+0
2355,1761645989.211500,1761645989.206000,5.500,-17452.5,-290.87,391,400,-9,+0
2356,1761645990.212000,1761645990.205500,6.500,-17451.5,-290.86,392,398,-8,-2
2357,1761645991.212500,1761645991.206000,6.500,-17450.5,-290.84,389,400,-11,+0
2358,1761645992.210500,1761645992.206500,4.000,-17449.5,-290.82,390,400,-10,+0
2359,1761645993.211500,1761645993.206000,5.500,-17448.5,-290.81,391,400,-9,+0
2360,1761645994.214500,1761645994.211500,3.000,-17447.5,-290.79,388,399,-12,-1
2361,1761645995.215000,1761645995.209500,5.500,-17446.5,-290.77,389,400,-11,+0
2362,1761645996.215500,1761645996.208500,7.000,-17445.5,-290.76,393,399,-7,-1
2363,1761645997.216000,1761645997.207500,8.500,-17444.4,-290.74,392,401,-8,+1
2364,1761645998.218000,1761645998.211500,6.500,-17443.4,-290.72,393,400,-7,+0
2365,1761645999.217500,1761645999.213000,4.500,-17442.4,-290.71,391,399,-9,-1
2366,1761646000.218000,1761646000.210000,8.000,-17441.4,-290.69,390,400,-10,+0
2367,1761646001.221000,1761646001.210500,10.500,-17440.4,-290.67,1169,400,+769,+0
2370,1761646004.215500,1761646004.213500,2.000,-17437.5,-290.62,389,399,-11,-1
2371,1761646005.217500,1761646005.214000,3.500,-17436.4,-290.61,389,400,-11,+0
2372,1761646006.218000,1761646006.213000,5.000,-17435.4,-290.59,389,400,-11,+0
2373,1761646007.217500,1761646007.213500,4.000,-17434.4,-290.57,389,400,-11,+0
2374,1761646008.218000,1761646008.214000,4.000,-17433.4,-290.56,391,400,-9,+0
2375,1761646009.218500,1761646009.216000,2.500,-17432.4,-290.54,390,400,-10,+0
2376,1761646010.220500,1761646010.216500,4.000,-17431.4,-290.52,391,400,-9,+0
2377,1761646011.218500,1761646011.216000,2.500,-17430.4,-290.51,389,400,-11,+0
2378,1761646012.219000,1761646012.214000,5.000,-17429.4,-290.49,390,400,-10,+0
2379,1761646013.221000,1761646013.214500,6.500,-17428.4,-290.47,390,399,-10,-1
2380,1761646014.221000,1761646014.214500,6.500,-17427.4,-290.46,390,401,-10,+1
2381,1761646015.221000,1761646015.220000,1.000,-17426.4,-290.44,391,397,-9,-3
2382,1761646016.222500,1761646016.218500,4.000,-17425.4,-290.42,390,400,-10,+0
2383,1761646017.222000,1761646017.216500,5.500,-17424.4,-290.41,390,400,-10,+0
2384,1761646018.222500,1761646018.217000,5.500,-17423.4,-290.39,391,400,-9,+0
2385,1761646019.228000,1761646019.218500,9.500,-17422.4,-290.37,389,400,-11,+0
2386,1761646020.224500,1761646020.218500,6.000,-17421.4,-290.36,391,400,-9,+0
2387,1761646021.224000,1761646021.220000,4.000,-17420.4,-290.34,391,399,-9,-1
2388,1761646022.227000,1761646022.221500,5.500,-17419.4,-290.32,392,399,-8,-1
2389,1761646023.226000,1761646023.219500,6.500,-17418.4,-290.31,392,400,-8,+0
2390,1761646024.225500,1761646024.222500,3.000,-17417.4,-290.29,392,397,-8,-3
2391,1761646025.228500,1761646025.219000,9.500,-17416.4,-290.27,389,400,-11,+0
2392,1761646026.226000,1761646026.222000,4.000,-17415.4,-290.26,391,400,-9,+0
2393,1761646027.228500,1761646027.221000,7.500,-17414.4,-290.24,391,400,-9,+0
2394,1761646028.228000,1761646028.221000,7.000,-17413.4,-290.22,392,400,-8,+0
2395,1761646029.231000,1761646029.221000,10.000,-17412.4,-290.21,391,398,-9,-2
2396,1761646030.230500,1761646030.221500,9.000,-17411.4,-290.19,391,401,-9,+1
2397,1761646031.231000,1761646031.224500,6.500,-17410.4,-290.17,391,400,-9,+0
2398,1761646032.230500,1761646032.223500,7.000,-17409.4,-290.16,392,400,-8,+0
2399,1761646033.232000,1761646033.223500,8.500,-17408.4,-290.14,391,399,-9,-1
2400,1761646034.230000,1761646034.224000,6.000,-17407.4,-290.12,392,400,-8,+0
2401,1761646035.233500,1761646035.226500,7.000,-17406.4,-290.11,391,400,-9,+0
2402,1761646036.232500,1761646036.227000,5.500,-17405.4,-290.09,391,400,-9,+0
2403,1761646037.234500,1761646037.227500,7.000,-17404.4,-290.07,391,400,-9,+0
2404,1761646038.235000,1761646038.228000,7.000,-17403.4,-290.06,392,400,-8,+0
2405,1761646039.234000,1761646039.226000,8.000,-17402.4,-290.04,390,400,-10,+0
2406,1761646040.232000,1761646040.229000,3.000,-17401.4,-290.02,391,399,-9,-1
2407,1761646041.235000,1761646041.228000,7.000,-17400.4,-290.01,390,400,-10,+0
2408,1761646042.234000,1761646042.228500,5.500,-17399.4,-289.99,391,399,-9,-1
2409,1761646043.237000,1761646043.227500,9.500,-17398.4,-289.97,389,401,-11,+1
2410,1761646044.235000,1761646044.231500,3.500,-17397.4,-289.96,390,397,-10,-3
2411,1761646045.235500,1761646045.232000,3.500,-17396.4,-289.94,390,399,-10,-1
2412,1761646046.234000,1761646046.231000,3.000,-17395.4,-289.92,391,399,-9,-1
2413,1761646047.235500,1761646047.232000,3.500,-17394.4,-289.91,393,399,-7,-1
2414,1761646048.237000,1761646048.230000,7.000,-17393.4,-289.89,390,400,-10,+0
2415,1761646049.238500,1761646049.230000,8.500,-17392.4,-289.87,391,399,-9,-1
2416,1761646050.236500,1761646050.230500,6.000,-17391.4,-289.86,390,400,-10,+0
2417,1761646051.237000,1761646051.230000,7.000,-17390.4,-289.84,391,401,-9,+1
2418,1761646052.240000,1761646052.232000,8.000,-17389.4,-289.82,387,400,-13,+0
2419,1761646053.238000,1761646053.232500,5.500,-17388.4,-289.81,390,400,-10,+0
2420,1761646054.238500,1761646054.233000,5.500,-17387.4,-289.79,391,399,-9,-1
2421,1761646055.242500,1761646055.231500,11.000,-17386.4,-289.77,390,400,-10,+0
2422,1761646056.240500,1761646056.232500,8.000,-17385.4,-289.76,389,400,-11,+0
2423,1761646057.239500,1761646057.236000,3.500,-17384.4,-289.74,390,399,-10,-1
2424,1761646058.240000,1761646058.234000,6.000,-17383.4,-289.72,391,400,-9,+0
2425,1761646059.241500,1761646059.235500,6.000,-17382.4,-289.71,389,399,-11,-1
2426,1761646060.239500,1761646060.236000,3.500,-17381.4,-289.69,391,398,-9,-2
2427,1761646061.241500,1761646061.235500,6.000,-17380.4,-289.67,391,398,-9,-2
2428,1761646062.242000,1761646062.236000,6.000,-17379.4,-289.66,391,399,-9,-1
2429,1761646063.243500,1761646063.237500,6.000,-17378.4,-289.64,389,400,-11,+0
2430,1761646064.244000,1761646064.238000,6.000,-17377.4,-289.62,388,399,-12,-1
2431,1761646065.240500,1761646065.238500,2.000,-17376.4,-289.61,390,398,-10,-2
2432,1761646066.241500,1761646066.238000,3.500,-17375.4,-289.59,390,400,-10,+0
2433,1761646067.242000,1761646067.238500,3.500,-17374.4,-289.57,391,399,-9,-1
2434,1761646068.245000,1761646068.236500,8.500,-17373.4,-289.56,389,400,-11,+0
2435,1761646069.245500,1761646069.237000,8.500,-17372.4,-289.54,391,401,-9,+1
2436,1761646070.244500,1761646070.241000,3.500,-17371.4,-289.52,390,399,-10,-1
2437,1761646071.243500,1761646071.240000,3.500,-17370.4,-289.51,393,399,-7,-1
2438,1761646072.243500,1761646072.239000,4.500,-17369.4,-289.49,392,399,-8,-1
2439,1761646073.248000,1761646073.239500,8.500,-17368.4,-289.47,389,400,-11,+0
2440,1761646074.247000,1761646074.242000,5.000,-17367.4,-289.46,392,399,-8,-1
2441,1761646075.244000,1761646075.238500,5.500,-17366.4,-289.44,393,401,-7,+1
2442,1761646076.248000,1761646076.241000,7.000,-17365.4,-289.42,389,399,-11,-1
