sync_num,icg_timestamp,ecg_timestamp,time_diff_ms,elapsed_time_s,elapsed_time_min,icg_samples_between,ecg_samples_between,icg_sample_deviation,ecg_sample_deviation
1057,1761644690.732000,1761644690.728500,3.500,-18750.9,-312.52,389,399,-11,-1
1058,1761644691.732500,1761644691.728000,4.500,-18749.9,-312.50,389,400,-11,+0
1059,1761644692.735000,1761644692.726000,9.000,-18748.9,-312.48,388,400,-12,+0
1060,1761644693.735500,1761644693.728500,7.000,-18747.9,-312.47,388,400,-12,+0
1061,1761644694.733000,1761644694.725500,7.500,-18746.9,-312.45,391,401,-9,+1
1062,1761644695.738500,1761644695.729500,9.000,-18745.9,-312.43,390,399,-10,-1
1063,1761644696.736500,1761644696.732000,4.500,-18744.9,-312.42,388,399,-12,-1
1064,1761644697.738000,1761644697.729500,8.500,-18743.9,-312.40,389,400,-11,+0
1065,1761644698.738000,1761644698.729500,8.500,-18742.9,-312.38,390,399,-10,-1
1066,1761644699.737500,1761644699.732500,5.000,-18741.9,-312.37,392,399,-8,-1
1067,1761644700.735500,1761644700.730000,5.500,-18740.9,-312.35,392,396,-8,-4
1068,1761644701.736500,1761644701.730500,6.000,-18739.9,-312.33,391,398,-9,-2
1069,1761644702.734000,1761644702.730500,3.500,-18738.9,-312.32,393,398,-7,-2
1070,1761644703.735500,1761644703.733000,2.500,-18737.9,-312.30,394,397,-6,-3
1071,1761644704.737000,1761644704.731000,6.000,-18736.9,-312.28,392,399,-8,-1
1072,1761644705.737500,1761644705.731500,6.000,-18735.9,-312.27,392,399,-8,-1
1073,1761644706.739000,1761644706.730500,8.500,-18734.9,-312.25,393,400,-7,+0
1074,1761644707.737000,1761644707.731000,6.000,-18733.9,-312.23,393,401,-7,+1
1075,1761644708.739500,1761644708.733500,6.000,-18732.9,-312.22,393,400,-7,+0
1076,1761644709.738500,1761644709.732500,6.000,-18731.9,-312.20,392,399,-8,-1
1077,1761644710.740000,1761644710.734000,6.000,-18730.9,-312.18,392,400,-8,+0
1078,1761644711.742500,1761644711.734500,8.000,-18729.9,-312.17,389,400,-11,+0
1079,1761644712.740500,1761644712.736500,4.000,-18728.9,-312.15,391,399,-9,-1
1080,1761644713.741000,1761644713.732000,9.000,-18727.9,-312.13,389,401,-11,+1
1081,1761644714.740000,1761644714.735000,5.000,-18726.9,-312.12,391,399,-9,-1
1082,1761644715.740500,1761644715.735500,5.000,-18725.9,-312.10,390,400,-10,+0
1083,1761644716.742000,1761644716.736000,6.000,-18724.9,-312.08,390,400,-10,+0
1084,1761644717.742500,1761644717.734500,8.000,-18723.9,-312.07,392,399,-8,-1
1085,1761644718.744000,1761644718.735500,8.500,-18722.9,-312.05,391,399,-9,-1
1086,1761644719.744000,1761644719.734500,9.500,-18721.9,-312.03,392,401,-8,+1
1087,1761644720.744500,1761644720.738500,6.000,-18720.9,-312.02,391,399,-9,-1
1088,1761644721.744500,1761644721.737500,7.000,-18719.9,-312.00,391,400,-9,+0
1089,1761644722.745000,1761644722.738000,7.000,-18718.9,-311.98,391,400,-9,+0
1090,1761644723.746500,1761644723.738000,8.500,-18717.9,-311.97,391,400,-9,+0
1091,1761644724.745000,1761644724.739000,6.000,-18716.9,-311.95,389,400,-11,+0
1092,1761644725.748000,1761644725.737000,11.000,-18715.9,-311.93,390,400,-10,+0
1093,1761644726.747000,1761644726.738500,8.500,-18714.9,-311.92,390,400,-10,+0
1094,1761644727.746000,1761644727.740000,6.000,-18713.9,-311.90,389,400,-11,+0
1095,1761644728.746000,1761644728.740000,6.000,-18712.9,-311.88,391,400,-9,+0
1096,1761644729.744000,1761644729.741000,3.000,-18711.9,-311.87,393,400,-7,+0
1097,1761644730.746500,1761644730.740500,6.000,-18710.9,-311.85,389,398,-11,-2
1098,1761644731.745500,1761644731.741000,4.500,-18709.9,-311.83,391,400,-9,+0
1099,1761644732.743500,1761644732.741500,2.000,-18708.9,-311.82,391,401,-9,+1
1100,1761644733.749000,1761644733.742000,7.000,-18707.9,-311.80,391,400,-9,+0
1101,1761644734.747000,1761644734.742500,4.500,-18706.9,-311.78,391,399,-9,-1
1102,1761644735.748500,1761644735.742500,6.000,-18705.9,-311.77,391,400,-9,+0
1103,1761644736.748500,1761644736.743000,5.500,-18704.9,-311.75,391,399,-9,-1
1104,1761644737.749000,1761644737.741000,8.000,-18703.9,-311.73,392,401,-8,+1
1105,1761644738.748500,1761644738.744000,4.500,-18702.9,-311.72,390,399,-10,-1
1106,1761644739.748500,1761644739.744500,4.000,-18701.9,-311.70,392,400,-8,+0
1107,1761644740.750000,1761644740.746000,4.000,-18700.9,-311.68,390,400,-10,+0
1108,1761644741.749500,1761644741.745500,4.000,-18699.9,-311.67,393,400,-7,+0
1109,1761644742.751000,1761644742.744500,6.500,-18698.9,-311.65,392,401,-8,+1
1110,1761644743.750000,1761644743.747000,3.000,-18697.9,-311.63,390,400,-10,+0
1111,1761644744.752500,1761644744.747000,5.500,-18696.9,-311.62,393,399,-7,-1
1112,1761644745.750500,1761644745.749000,1.500,-18695.9,-311.60,392,399,-8,-1
1113,1761644746.753000,1761644746.747000,6.000,-18694.9,-311.58,393,400,-7,+0
1114,1761644747.749500,1761644747.746500,3.000,-18693.9,-311.57,393,400,-7,+0
1115,1761644748.753500,1761644748.747500,6.000,-18692.9,-311.55,393,400,-7,+0
1116,1761644749.753000,1761644749.746500,6.500,-18691.9,-311.53,389,399,-11,-1
1117,1761644750.753500,1761644750.747000,6.500,-18690.9,-311.52,390,401,-10,+1
1118,1761644751.758500,1761644751.747500,11.000,-18689.9,-311.50,391,400,-9,+0
1119,1761644752.753500,1761644752.748000,5.500,-18688.9,-311.48,390,399,-10,-1
1120,1761644753.754500,1761644753.747500,7.000,-18687.9,-311.47,390,399,-10,-1
1121,1761644754.755000,1761644754.748000,7.000,-18686.9,-311.45,391,398,-9,-2
1122,1761644755.755500,1761644755.752000,3.500,-18685.9,-311.43,390,400,-10,+0
1123,1761644756.756000,1761644756.751000,5.000,-18684.9,-311.42,389,400,-11,+0
1124,1761644757.755500,1761644757.752500,3.000,-18683.9,-311.40,391,400,-9,+0
1125,1761644758.756000,1761644758.751500,4.500,-18682.9,-311.38,389,400,-11,+0
1126,1761644759.757000,1761644759.750500,6.500,-18681.9,-311.37,391,401,-9,+1
1127,1761644760.756000,1761644760.754500,1.500,-18680.9,-311.35,390,400,-10,+0
1128,1761644761.758000,1761644761.752500,5.500,-18679.9,-311.33,391,400,-9,+0
1129,1761644762.762500,1761644762.754000,8.500,-18678.9,-311.32,395,400,-5,+0
1130,1761644763.756000,1761644763.752000,4.000,-18677.9,-311.30,395,400,-5,+0
1131,1761644764.758500,1761644764.754000,4.500,-18676.9,-311.28,393,400,-7,+0
1132,1761644765.759000,1761644765.753500,5.500,-18675.9,-311.27,393,399,-7,-1
1133,1761644766.758500,1761644766.753000,5.500,-18674.9,-311.25,392,400,-8,+0
1134,1761644767.758000,1761644767.753500,4.500,-18673.9,-311.23,393,401,-7,+1
1135,1761644768.764500,1761644768.756500,8.000,-18672.9,-311.22,389,400,-11,+0
1136,1761644769.756500,1761644769.756000,0.500,-18671.9,-311.20,393,400,-7,+0
1137,1761644770.759500,1761644770.755500,4.000,-18670.9,-311.18,388,400,-12,+0
1138,1761644771.758500,1761644771.756000,2.500,-18669.9,-311.17,392,400,-8,+0
1139,1761644772.759000,1761644772.756500,2.500,-18668.9,-311.15,393,400,-7,+0
1140,1761644773.760500,1761644773.754500,6.000,-18667.9,-311.13,390,400,-10,+0
1141,1761644774.759500,1761644774.756000,3.500,-18666.9,-311.12,392,400,-8,+0
1142,1761644775.762000,1761644775.756500,5.500,-18665.9,-311.10,391,401,-9,+1
1143,1761644776.760000,1761644776.757000,3.000,-18664.9,-311.08,391,400,-9,+0
1144,1761644777.761500,1761644777.757500,4.000,-18663.9,-311.07,391,400,-9,+0
1145,1761644778.762000,1761644778.758000,4.000,-18662.9,-311.05,392,399,-8,-1
1146,1761644779.760000,1761644779.758500,1.500,-18661.9,-311.03,390,400,-10,+0
1147,1761644780.760500,1761644780.758500,2.000,-18660.9,-311.02,392,400,-8,+0
1148,1761644781.763500,1761644781.760000,3.500,-18659.9,-311.00,390,400,-10,+0
1149,1761644782.763000,1761644782.760500,2.500,-18658.9,-310.98,392,400,-8,+0
1150,1761644783.771000,1761644783.761000,10.000,-18657.9,-310.96,389,400,-11,+0
1151,1761644784.766500,1761644784.759000,7.500,-18656.9,-310.95,391,400,-9,+0
1152,1761644785.766000,1761644785.760500,5.500,-18655.9,-310.93,391,399,-9,-1
1153,1761644786.767500,1761644786.760000,7.500,-18654.9,-310.91,390,401,-10,+1
1154,1761644787.767000,1761644787.763000,4.000,-18653.9,-310.90,391,400,-9,+0
1155,1761644788.767000,1761644788.763000,4.000,-18652.9,-310.88,391,400,-9,+0
1156,1761644789.770000,1761644789.761000,9.000,-18651.9,-310.86,390,400,-10,+0
1157,1761644790.769000,1761644790.761500,7.500,-18650.9,-310.85,390,400,-10,+0
1158,1761644791.769500,1761644791.763000,6.500,-18649.9,-310.83,389,400,-11,+0
1159,1761644792.770000,1761644792.763000,7.000,-18648.9,-310.81,388,400,-12,+0
1160,1761644793.771500,1761644793.765500,6.000,-18647.9,-310.80,389,399,-11,-1
1161,1761644794.771000,1761644794.765500,5.500,-18646.9,-310.78,388,400,-12,+0
1162,1761644795.770000,1761644795.764000,6.000,-18645.9,-310.76,390,400,-10,+0
1163,1761644796.770500,1761644796.765000,5.500,-18644.9,-310.75,392,400,-8,+0
1164,1761644797.771000,1761644797.763000,8.000,-18643.9,-310.73,392,400,-8,+0
1165,1761644798.772500,1761644798.763500,9.000,-18642.9,-310.71,391,398,-9,-2
1166,1761644799.775500,1761644799.765000,10.500,-18641.9,-310.70,389,400,-11,+0
1167,1761644800.773500,1761644800.762500,11.000,-18640.9,-310.68,391,399,-9,-1
1168,1761644801.775000,1761644801.766500,8.500,-18639.9,-310.66,389,398,-11,-2
1169,1761644802.779000,1761644802.768000,11.000,-18638.9,-310.65,391,399,-9,-1
1170,1761644803.771500,1761644803.767000,4.500,-18637.9,-310.63,390,401,-10,+1
1171,1761644804.769500,1761644804.769500,0.000,-18636.9,-310.61,389,400,-11,+0
1172,1761644805.773500,1761644805.767500,6.000,-18635.9,-310.60,388,399,-12,-1
1173,1761644806.769500,1761644806.768500,1.000,-18634.9,-310.58,390,399,-10,-1
1174,1761644807.773500,1761644807.770000,3.500,-18633.9,-310.56,390,400,-10,+0
1175,1761644808.777000,1761644808.768500,8.500,-18632.9,-310.55,390,399,-10,-1
1176,1761644809.776500,1761644809.768000,8.500,-18631.9,-310.53,391,400,-9,+0
1177,1761644810.775500,1761644810.769500,6.000,-18630.9,-310.51,390,400,-10,+0
1178,1761644811.777500,1761644811.772000,5.500,-18629.9,-310.50,391,400,-9,+0
1179,1761644812.779000,1761644812.770500,8.500,-18628.9,-310.48,392,399,-8,-1
1180,1761644813.779500,1761644813.771000,8.500,-18627.9,-310.46,391,397,-9,-3
1181,1761644814.777500,1761644814.771500,6.000,-18626.9,-310.45,393,400,-7,+0
1182,1761644815.778000,1761644815.774500,3.500,-18625.9,-310.43,390,399,-10,-1
1183,1761644816.777500,1761644816.772000,5.500,-18624.9,-310.41,392,399,-8,-1
1184,1761644817.779000,1761644817.773500,5.500,-18623.9,-310.40,391,399,-9,-1
1185,1761644818.781500,1761644818.773000,8.500,-18622.9,-310.38,389,399,-11,-1
1186,1761644819.779500,1761644819.774500,5.000,-18621.9,-310.36,392,399,-8,-1
1187,1761644820.781000,1761644820.772500,8.500,-18620.9,-310.35,390,400,-10,+0
1188,1761644821.783500,1761644821.772500,11.000,-18619.9,-310.33,392,401,-8,+1
1189,1761644822.783000,1761644822.775000,8.000,-18618.9,-310.31,389,400,-11,+0
1190,1761644823.783000,1761644823.777000,6.000,-18617.9,-310.30,392,399,-8,-1
1191,1761644824.780000,1761644824.776500,3.500,-18616.9,-310.28,391,399,-9,-1
1192,1761644825.780500,1761644825.774500,6.000,-18615.9,-310.26,391,400,-9,+0
1193,1761644826.781000,1761644826.776500,4.500,-18614.9,-310.25,390,399,-10,-1
1194,1761644827.780500,1761644827.775500,5.000,-18613.9,-310.23,393,401,-7,+1
1195,1761644828.784500,1761644828.778500,6.000,-18612.9,-310.21,391,399,-9,-1
1196,1761644829.785000,1761644829.779000,6.000,-18611.9,-310.20,390,399,-10,-1
1197,1761644830.783000,1761644830.777000,6.000,-18610.9,-310.18,389,399,-11,-1
1198,1761644831.783500,1761644831.776500,7.000,-18609.9,-310.16,390,400,-10,+0
1199,1761644832.785000,1761644832.777500,7.500,-18608.9,-310.15,389,399,-11,-1
1200,1761644833.784500,1761644833.778500,6.000,-18607.9,-310.13,391,398,-9,-2
1201,1761644834.782500,1761644834.779000,3.500,-18606.9,-310.11,390,400,-10,+0
1202,1761644835.786500,1761644835.780500,6.000,-18605.9,-310.10,391,399,-9,-1
1203,1761644836.786500,1761644836.778000,8.500,-18604.9,-310.08,391,401,-9,+1
1204,1761644837.785500,1761644837.780000,5.500,-18603.9,-310.06,393,400,-7,+0
1205,1761644838.781000,1761644838.781500,0.500,-18602.9,-310.05,391,399,-9,-1
1206,1761644839.782500,1761644839.779500,3.000,-18601.9,-310.03,392,400,-8,+0
1207,1761644840.785500,1761644840.780000,5.500,-18600.9,-310.01,391,400,-9,+0
1208,1761644841.786000,1761644841.779000,7.000,-18599.9,-310.00,391,400,-9,+0
1209,1761644842.785000,1761644842.778500,6.500,-18598.9,-309.98,390,400,-10,+0
1210,1761644843.788000,1761644843.779000,9.000,-18597.9,-309.96,388,400,-12,+0
1211,1761644844.786000,1761644844.779500,6.500,-18596.9,-309.95,391,400,-9,+0
1212,1761644845.791500,1761644845.782500,9.000,-18595.9,-309.93,388,400,-12,+0
1213,1761644846.787000,1761644846.783000,4.000,-18594.9,-309.91,392,400,-8,+0
1214,1761644847.789500,1761644847.782500,7.000,-18593.9,-309.90,391,400,-9,+0
1215,1761644848.789000,1761644848.782000,7.000,-18592.9,-309.88,392,400,-8,+0
1216,1761644849.788500,1761644849.781000,7.500,-18591.9,-309.86,392,400,-8,+0
1217,1761644850.786500,1761644850.781500,5.000,-18590.9,-309.85,391,401,-9,+1
1218,1761644851.787000,1761644851.783000,4.000,-18589.9,-309.83,391,400,-9,+0
1219,1761644852.788500,1761644852.782500,6.000,-18588.9,-309.81,391,400,-9,+0
1220,1761644853.789000,1761644853.783000,6.000,-18587.9,-309.80,391,400,-9,+0
1221,1761644854.787000,1761644854.783500,3.500,-18586.9,-309.78,391,399,-9,-1
1222,1761644855.790000,1761644855.785000,5.000,-18585.9,-309.76,389,400,-11,+0
1223,1761644856.789500,1761644856.784000,5.500,-18584.9,-309.75,389,401,-11,+1
1224,1761644857.791000,1761644857.787000,4.000,-18583.9,-309.73,389,399,-11,-1
1225,1761644858.791500,1761644858.785000,6.500,-18582.9,-309.71,390,400,-10,+0
1226,1761644859.792000,1761644859.785500,6.500,-18581.9,-309.70,390,400,-10,+0
1227,1761644860.792500,1761644860.786000,6.500,-18580.9,-309.68,388,400,-12,+0
1228,1761644861.793000,1761644861.786500,6.500,-18579.9,-309.66,391,400,-9,+0
1229,1761644862.792500,1761644862.786000,6.500,-18578.9,-309.65,391,399,-9,-1
1230,1761644863.793000,1761644863.786500,6.500,-18577.9,-309.63,390,401,-10,+1
1231,1761644864.791000,1761644864.788000,3.000,-18576.9,-309.61,390,400,-10,+0
1232,1761644865.794000,1761644865.788500,5.500,-18575.9,-309.60,390,400,-10,+0
1233,1761644866.794500,1761644866.787500,7.000,-18574.9,-309.58,393,399,-7,-1
1234,1761644867.796000,1761644867.789000,7.000,-18573.9,-309.56,390,401,-10,+1
1235,1761644868.794000,1761644868.792000,2.000,-18572.9,-309.55,391,400,-9,+0
1236,1761644869.797000,1761644869.790000,7.000,-18571.9,-309.53,390,400,-10,+0
1237,1761644870.796000,1761644870.791500,4.500,-18570.9,-309.51,392,400,-8,+0
1238,1761644871.797500,1761644871.790500,7.000,-18569.9,-309.50,391,399,-9,-1
1239,1761644872.795500,1761644872.791000,4.500,-18568.9,-309.48,391,399,-9,-1
1240,1761644873.793500,1761644873.790500,3.000,-18567.9,-309.46,391,400,-9,+0
1241,1761644874.797500,1761644874.791000,6.500,-18566.9,-309.45,391,400,-9,+0
1242,1761644875.794500,1761644875.791500,3.000,-18565.9,-309.43,392,400,-8,+0
1243,1761644876.795000,1761644876.792000,3.000,-18564.9,-309.41,392,400,-8,+0
1244,1761644877.796500,1761644877.792500,4.000,-18563.9,-309.40,392,400,-8,+0
1245,1761644878.797000,1761644878.792000,5.000,-18562.9,-309.38,393,400,-7,+0
1246,1761644879.799000,1761644879.793500,5.500,-18561.9,-309.36,390,401,-10,+1
1247,1761644880.799500,1761644880.795000,4.500,-18560.9,-309.35,391,400,-9,+0
1248,1761644881.800000,1761644881.795500,4.500,-18559.9,-309.33,391,399,-9,-1
1249,1761644882.799500,1761644882.794500,5.000,-18558.9,-309.31,390,399,-10,-1
1250,1761644883.800000,1761644883.795000,5.000,-18557.9,-309.30,392,400,-8,+0
1251,1761644884.799500,1761644884.795500,4.000,-18556.9,-309.28,391,401,-9,+1
1252,1761644885.800000,1761644885.798500,1.500,-18555.9,-309.26,392,400,-8,+0
1253,1761644886.800500,1761644886.800000,0.500,-18554.9,-309.25,392,399,-8,-1
1254,1761644887.803000,1761644887.798000,5.000,-18553.9,-309.23,390,400,-10,+0
1255,1761644888.804500,1761644888.798500,6.000,-18552.9,-309.21,392,399,-8,-1
1256,1761644889.804500,1761644889.796500,8.000,-18551.9,-309.20,390,400,-10,+0
1257,1761644890.802500,1761644890.797000,5.500,-18550.9,-309.18,392,400,-8,+0
1258,1761644891.803000,1761644891.797500,5.500,-18549.9,-309.16,390,401,-10,+1
1259,1761644892.803500,1761644892.801500,2.000,-18548.9,-309.15,394,399,-6,-1
1260,1761644893.804000,1761644893.802000,2.000,-18547.9,-309.13,391,399,-9,-1
1261,1761644894.803000,1761644894.800000,3.000,-18546.9,-309.11,391,398,-9,-2
1262,1761644895.808500,1761644895.799000,9.500,-18545.9,-309.10,391,400,-9,+0
1263,1761644896.804000,1761644896.798500,5.500,-18544.9,-309.08,392,400,-8,+0
1264,1761644897.806000,1761644897.799000,7.000,-18543.9,-309.06,392,401,-8,+1
1265,1761644898.810000,1761644898.803000,7.000,-18542.9,-309.05,389,400,-11,+0
1266,1761644899.802000,1761644899.801000,1.000,-18541.9,-309.03,391,400,-9,+0
1267,1761644900.805000,1761644900.801500,3.500,-18540.9,-309.01,393,400,-7,+0
1268,1761644901.804000,1761644901.802000,2.000,-18539.9,-309.00,394,400,-6,+0
1269,1761644902.806000,1761644902.802500,3.500,-18538.9,-308.98,390,400,-10,+0
1270,1761644903.806500,1761644903.802000,4.500,-18537.9,-308.96,392,400,-8,+0
1271,1761644904.806000,1761644904.802500,3.500,-18536.9,-308.95,390,401,-10,+1
1272,1761644905.805500,1761644905.803000,2.500,-18535.9,-308.93,390,400,-10,+0
1273,1761644906.808500,1761644906.803500,5.000,-18534.9,-308.91,391,400,-9,+0
1274,1761644907.807500,1761644907.804000,3.500,-18533.9,-308.90,389,400,-11,+0
1275,1761644908.808000,1761644908.803000,5.000,-18532.9,-308.88,391,400,-9,+0
1276,1761644909.807000,1761644909.803500,3.500,-18531.9,-308.86,392,400,-8,+0
1277,1761644910.809500,1761644910.804000,5.500,-18530.9,-308.85,390,398,-10,-2
1278,1761644911.807500,1761644911.803500,4.000,-18529.9,-308.83,390,400,-10,+0
1279,1761644912.806500,1761644912.804000,2.500,-18528.9,-308.81,394,400,-6,+0
1280,1761644913.809500,1761644913.805500,4.000,-18527.9,-308.80,390,399,-10,-1
1281,1761644914.810000,1761644914.806000,4.000,-18526.9,-308.78,390,399,-10,-1
1282,1761644915.810500,1761644915.805000,5.500,-18525.9,-308.76,392,400,-8,+0
1283,1761644916.811000,1761644916.805500,5.500,-18524.9,-308.75,391,400,-9,+0
1284,1761644917.811000,1761644917.805000,6.000,-18523.9,-308.73,390,400,-10,+0
1285,1761644918.813000,1761644918.805500,7.500,-18522.9,-308.71,391,400,-9,+0
1286,1761644919.813000,1761644919.807000,6.000,-18521.9,-308.70,391,401,-9,+1
1287,1761644920.813000,1761644920.807500,5.500,-18520.9,-308.68,392,400,-8,+0
1288,1761644921.816000,1761644921.808000,8.000,-18519.8,-308.66,390,400,-10,+0
1289,1761644922.814000,1761644922.807500,6.500,-18518.9,-308.65,391,400,-9,+0
1290,1761644923.815500,1761644923.808000,7.500,-18517.9,-308.63,391,400,-9,+0
1291,1761644924.813000,1761644924.807000,6.000,-18516.9,-308.61,391,400,-9,+0
1292,1761644925.817000,1761644925.807500,9.500,-18515.8,-308.60,392,400,-8,+0
1293,1761644926.816500,1761644926.808000,8.500,-18514.8,-308.58,391,401,-9,+1
1294,1761644927.818000,1761644927.810000,8.000,-18513.8,-308.56,392,399,-8,-1
1295,1761644928.817500,1761644928.809000,8.500,-18512.8,-308.55,390,400,-10,+0
1296,1761644929.814500,1761644929.810500,4.000,-18511.9,-308.53,392,400,-8,+0
1297,1761644930.816000,1761644930.810500,5.500,-18510.8,-308.51,392,401,-8,+1
1298,1761644931.815000,1761644931.812500,2.500,-18509.9,-308.50,390,400,-10,+0
1299,1761644932.815500,1761644932.813000,2.500,-18508.9,-308.48,392,400,-8,+0
1300,1761644933.816000,1761644933.812000,4.000,-18507.8,-308.46,391,399,-9,-1
1301,1761644934.815500,1761644934.812500,3.000,-18506.9,-308.45,391,400,-9,+0
1302,1761644935.817000,1761644935.813000,4.000,-18505.8,-308.43,391,400,-9,+0
1303,1761644936.817500,1761644936.811000,6.500,-18504.8,-308.41,393,400,-7,+0
1304,1761644937.818000,1761644937.815000,3.000,-18503.8,-308.40,390,400,-10,+0
1305,1761644938.818500,1761644938.815500,3.000,-18502.8,-308.38,391,398,-9,-2
1306,1761644939.815500,1761644939.814500,1.000,-18501.9,-308.36,391,400,-9,+0
1307,1761644940.818500,1761644940.815000,3.500,-18500.8,-308.35,392,399,-8,-1
1308,1761644941.820000,1761644941.815500,4.500,-18499.8,-308.33,390,399,-10,-1
1309,1761644942.819000,1761644942.815000,4.000,-18498.8,-308.31,391,400,-9,+0
1310,1761644943.823000,1761644943.814000,9.000,-18497.8,-308.30,391,401,-9,+1
1311,1761644944.823000,1761644944.818000,5.000,-18496.8,-308.28,391,400,-9,+0
1312,1761644945.820500,1761644945.816000,4.500,-18495.8,-308.26,392,400,-8,+0
1313,1761644946.822000,1761644946.815500,6.500,-18494.8,-308.25,390,399,-10,-1
1314,1761644947.822500,1761644947.817500,5.000,-18493.8,-308.23,391,399,-9,-1
1315,1761644948.823000,1761644948.816500,6.500,-18492.8,-308.21,390,400,-10,+0
1316,1761644949.821000,1761644949.817000,4.000,-18491.8,-308.20,395,400,-5,+0
1317,1761644950.818000,1761644950.816500,1.500,-18490.8,-308.18,394,400,-6,+0
1318,1761644951.822500,1761644951.816000,6.500,-18489.8,-308.16,394,401,-6,+1
1319,1761644952.823500,1761644952.819500,4.000,-18488.8,-308.15,395,400,-5,+0
1320,1761644953.823000,1761644953.819000,4.000,-18487.8,-308.13,395,400,-5,+0
1321,1761644954.822500,1761644954.819500,3.000,-18486.8,-308.11,389,400,-11,+0
1322,1761644955.824000,1761644955.819500,4.500,-18485.8,-308.10,393,400,-7,+0
1323,1761644956.823500,1761644956.818500,5.000,-18484.8,-308.08,391,401,-9,+1
1324,1761644957.826500,1761644957.821500,5.000,-18483.8,-308.06,391,400,-9,+0
1325,1761644958.825500,1761644958.820500,5.000,-18482.8,-308.05,394,400,-6,+0
1326,1761644959.826000,1761644959.821000,5.000,-18481.8,-308.03,392,400,-8,+0
1327,1761644960.827500,1761644960.821500,6.000,-18480.8,-308.01,393,400,-7,+0
1328,1761644961.828000,1761644961.822000,6.000,-18479.8,-308.00,390,401,-10,+1
1329,1761644962.830500,1761644962.824000,6.500,-18478.8,-307.98,391,399,-9,-1
1330,1761644963.833000,1761644963.824000,9.000,-18477.8,-307.96,391,399,-9,-1
1331,1761644964.828000,1761644964.822000,6.000,-18476.8,-307.95,390,400,-10,+0
1332,1761644965.826000,1761644965.823500,2.500,-18475.8,-307.93,392,401,-8,+1
1333,1761644966.826500,1761644966.826500,0.000,-18474.8,-307.91,394,399,-6,-1
1334,1761644967.826000,1761644967.829000,3.000,-18473.8,-307.90,395,399,-5,-1
1335,1761644968.829000,1761644968.825500,3.500,-18472.8,-307.88,390,400,-10,+0
1336,1761644969.829000,1761644969.827000,2.000,-18471.8,-307.86,391,399,-9,-1
1337,1761644970.831500,1761644970.825000,6.500,-18470.8,-307.85,392,399,-8,-1
1338,1761644971.833000,1761644971.825500,7.500,-18469.8,-307.83,391,400,-9,+0
1339,1761644972.831000,1761644972.825000,6.000,-18468.8,-307.81,389,399,-11,-1
1340,1761644973.831500,1761644973.825500,6.000,-18467.8,-307.80,390,400,-10,+0
1341,1761644974.829500,1761644974.826000,3.500,-18466.8,-307.78,389,399,-11,-1
1342,1761644975.830000,1761644975.829000,1.000,-18465.8,-307.76,390,398,-10,-2
1343,1761644976.832500,1761644976.827000,5.500,-18464.8,-307.75,391,400,-9,+0
1344,1761644977.833000,1761644977.827500,5.500,-18463.8,-307.73,390,399,-10,-1
1345,1761644978.831000,1761644978.828000,3.000,-18462.8,-307.71,391,400,-9,+0
1346,1761644979.832500,1761644979.828500,4.000,-18461.8,-307.70,392,401,-8,+1
1347,1761644980.833500,1761644980.830500,3.000,-18460.8,-307.68,391,400,-9,+0
1348,1761644981.832500,1761644981.830500,2.000,-18459.8,-307.66,391,399,-9,-1
1349,1761644982.834500,1761644982.830500,4.000,-18458.8,-307.65,392,400,-8,+0
1350,1761644983.835000,1761644983.830000,5.000,-18457.8,-307.63,391,400,-9,+0
1351,1761644984.834000,1761644984.829000,5.000,-18456.8,-307.61,392,401,-8,+1
1352,1761644985.835500,1761644985.832500,3.000,-18455.8,-307.60,390,400,-10,+0
1353,1761644986.835000,1761644986.832000,3.000,-18454.8,-307.58,392,400,-8,+0
1354,1761644987.839000,1761644987.832000,7.000,-18453.8,-307.56,392,400,-8,+0
1355,1761644988.840500,1761644988.835000,5.500,-18452.8,-307.55,389,399,-11,-1
1356,1761644989.837500,1761644989.832000,5.500,-18451.8,-307.53,392,400,-8,+0
1357,1761644990.839000,1761644990.832500,6.500,-18450.8,-307.51,393,399,-7,-1
1358,1761644991.840500,1761644991.830500,10.000,-18449.8,-307.50,394,401,-6,+1
1359,1761644992.839500,1761644992.835500,4.000,-18448.8,-307.48,391,400,-9,+0
1360,1761644993.840000,1761644993.835000,5.000,-18447.8,-307.46,391,400,-9,+0
1361,1761644994.840500,1761644994.834000,6.500,-18446.8,-307.45,393,400,-7,+0
1362,1761644995.840000,1761644995.833500,6.500,-18445.8,-307.43,392,400,-8,+0
1363,1761644996.838000,1761644996.834000,4.000,-18444.8,-307.41,391,400,-9,+0
1364,1761644997.837000,1761644997.837000,0.000,-18443.8,-307.40,392,398,-8,-2
1365,1761644998.836500,1761644998.835000,1.500,-18442.8,-307.38,393,401,-7,+1
1366,1761644999.839500,1761644999.835500,4.000,-18441.8,-307.36,391,400,-9,+0
1367,1761645000.840000,1761645000.839500,0.500,-18440.8,-307.35,390,398,-10,-2
1368,1761645001.843000,1761645001.836500,6.500,-18439.8,-307.33,388,399,-12,-1
1369,1761645002.842500,1761645002.839500,3.000,-18438.8,-307.31,391,400,-9,+0
1370,1761645003.840500,1761645003.840000,0.500,-18437.8,-307.30,392,399,-8,-1
1371,1761645004.842500,1761645004.838000,4.500,-18436.8,-307.28,393,400,-7,+0
1372,1761645005.843000,1761645005.839500,3.500,-18435.8,-307.26,390,400,-10,+0
